Datetime,Open,High,Low,Close,Volume
2025-11-03 09:00:00+00:00,203.99,204.35,203.5,203.85,129412.0
2025-11-03 09:05:00+00:00,203.87,204.53,203.87,204.53,89568.0
2025-11-03 09:10:00+00:00,204.5,204.59,204.28,204.58,56641.0
2025-11-03 09:15:00+00:00,204.58,204.69,204.44,204.52,54880.0
2025-11-03 09:20:00+00:00,204.47,204.64,204.34,204.64,28917.0
2025-11-03 09:25:00+00:00,204.66,204.7,204.63,204.63,21633.0
2025-11-03 09:30:00+00:00,204.64,205.03,204.64,204.89,56513.0
2025-11-03 09:35:00+00:00,204.93,205.28,204.85,205.14,58638.0
2025-11-03 09:40:00+00:00,205.19,205.79,205.17,205.71,111480.0
2025-11-03 09:45:00+00:00,205.7,205.8,205.12,205.3,87426.0
2025-11-03 09:50:00+00:00,205.27,205.58,205.1,205.47,73146.0
2025-11-03 09:55:00+00:00,205.44,205.54,205.27,205.48,39114.0
2025-11-03 10:00:00+00:00,205.46,205.53,205.23,205.3,25198.0
2025-11-03 10:05:00+00:00,205.35,205.39,205.27,205.27,10469.0
2025-11-03 10:10:00+00:00,205.34,205.38,205.09,205.25,43549.0
2025-11-03 10:15:00+00:00,205.25,205.39,205.24,205.25,34158.0
2025-11-03 10:20:00+00:00,205.27,205.44,205.27,205.33,17500.0
2025-11-03 10:25:00+00:00,205.38,205.38,205.12,205.24,34348.0
2025-11-03 10:30:00+00:00,205.2,205.2,204.95,205.04,37716.0
2025-11-03 10:35:00+00:00,205.05,205.18,205.02,205.18,11908.0
2025-11-03 10:40:00+00:00,205.23,205.37,205.2,205.21,15720.0
2025-11-03 10:45:00+00:00,205.25,205.37,205.11,205.32,28932.0
2025-11-03 10:50:00+00:00,205.2,205.35,205.2,205.28,15193.0
2025-11-03 10:55:00+00:00,205.31,205.35,205.14,205.15,25397.0
2025-11-03 11:00:00+00:00,205.18,205.8,205.18,205.71,171019.0
2025-11-03 11:05:00+00:00,205.7,206.1,205.7,206.09,158072.0
2025-11-03 11:10:00+00:00,206.1,206.25,205.95,206.05,57747.0
2025-11-03 11:15:00+00:00,206.08,206.31,206.07,206.23,45619.0
2025-11-03 11:20:00+00:00,206.25,206.35,205.85,206.0,54183.0
2025-11-03 11:25:00+00:00,205.94,206.0,205.75,205.96,35616.0
2025-11-03 11:30:00+00:00,206.0,206.08,205.92,206.08,28617.0
2025-11-03 11:35:00+00:00,206.1,206.18,205.9,205.91,37320.0
2025-11-03 11:40:00+00:00,205.95,206.01,205.72,206.0,26290.0
2025-11-03 11:45:00+00:00,205.97,206.05,205.9,206.05,17941.0
2025-11-03 11:50:00+00:00,206.05,206.09,205.85,205.85,41120.0
2025-11-03 11:55:00+00:00,205.85,205.87,205.67,205.73,44844.0
2025-11-03 12:00:00+00:00,205.7,206.27,205.61,206.15,365769.0
2025-11-03 12:05:00+00:00,206.1,206.82,206.1,206.8,170801.0
2025-11-03 12:10:00+00:00,206.81,206.89,206.68,206.77,84892.0
2025-11-03 12:15:00+00:00,206.79,206.9,206.42,206.52,75670.0
2025-11-03 12:20:00+00:00,206.53,206.53,206.37,206.48,26143.0
2025-11-03 12:25:00+00:00,206.46,206.46,206.2,206.36,36345.0
2025-11-03 12:30:00+00:00,206.35,206.77,206.35,206.68,49551.0
2025-11-03 12:35:00+00:00,206.73,206.76,206.351,206.46,28291.0
2025-11-03 12:40:00+00:00,206.47,206.55,206.44,206.481,20827.0
2025-11-03 12:45:00+00:00,206.48,206.52,206.32,206.4,40520.0
2025-11-03 12:50:00+00:00,206.39,206.4,206.2,206.33,58255.0
2025-11-03 12:55:00+00:00,206.32,206.42,206.28,206.4,52618.0
2025-11-03 13:00:00+00:00,205.74,206.89,203.1,206.0,1141231.0
2025-11-03 13:05:00+00:00,206.0,206.1,205.92,206.0,118828.0
2025-11-03 13:10:00+00:00,205.98,206.43,205.9,206.42,142151.0
2025-11-03 13:15:00+00:00,206.4,206.43,206.2694,206.3681,89155.0
2025-11-03 13:20:00+00:00,206.37,206.57,206.2373,206.43,110547.0
2025-11-03 13:25:00+00:00,206.4,206.48,206.22,206.3,64505.0
2025-11-03 13:30:00+00:00,206.311,206.69,206.31,206.67,124954.0
2025-11-03 13:35:00+00:00,206.68,206.74,206.5,206.6009,104275.0
2025-11-03 13:40:00+00:00,206.63,206.94,206.6,206.9,166815.0
2025-11-03 13:45:00+00:00,206.9,206.99,206.85,206.9187,226813.0
2025-11-03 13:50:00+00:00,206.9013,206.92,206.71,206.92,133386.0
2025-11-03 13:55:00+00:00,206.9194,206.95,206.8,206.9,115739.0
2025-11-03 14:00:00+00:00,206.8701,208.55,206.8701,208.21,1410216.0
2025-11-03 14:05:00+00:00,208.15,208.55,207.54,207.6401,458243.0
2025-11-03 14:10:00+00:00,207.64,207.75,207.4,207.414,257702.0
2025-11-03 14:15:00+00:00,207.44,207.55,207.3049,207.53,174004.0
2025-11-03 14:20:00+00:00,207.52,207.5297,207.3,207.4437,126409.0
2025-11-03 14:25:00+00:00,207.42,208.1,207.29,208.09,277695.0
2025-11-03 14:30:00+00:00,208.08,209.45,207.55,208.4212,9763661.0
2025-11-03 14:35:00+00:00,208.445,208.47,207.28,207.9551,4634555.0
2025-11-03 14:40:00+00:00,207.9684,208.85,207.88,208.1325,3195141.0
2025-11-03 14:45:00+00:00,208.1177,208.41,207.6001,207.695,2603974.0
2025-11-03 14:50:00+00:00,207.675,208.26,207.1,207.81,2689449.0
2025-11-03 14:55:00+00:00,207.82,208.15,207.48,207.61,1864512.0
2025-11-03 15:00:00+00:00,207.64,207.7399,207.1,207.3999,2062323.0
2025-11-03 15:05:00+00:00,207.39,207.74,206.8,207.57,2853747.0
2025-11-03 15:10:00+00:00,207.59,208.39,207.56,208.0732,2445233.0
2025-11-03 15:15:00+00:00,208.07,208.36,207.485,207.907,2326648.0
2025-11-03 15:20:00+00:00,207.895,208.44,207.635,208.25,1708641.0
2025-11-03 15:25:00+00:00,208.23,208.24,207.49,207.795,2114105.0
2025-11-03 15:30:00+00:00,207.795,207.89,207.5201,207.6351,1571280.0
2025-11-03 15:35:00+00:00,207.6222,207.96,207.515,207.7001,1848135.0
2025-11-03 15:40:00+00:00,207.718,208.28,207.695,208.05,1867855.0
2025-11-03 15:45:00+00:00,208.04,208.12,207.03,207.5299,1893707.0
2025-11-03 15:50:00+00:00,207.52,207.97,207.51,207.7173,1247429.0
2025-11-03 15:55:00+00:00,207.73,208.21,207.7,208.0818,1313542.0
2025-11-03 16:00:00+00:00,208.0999,208.13,207.7901,207.99,938461.0
2025-11-03 16:05:00+00:00,207.98,208.13,207.8301,208.0299,946124.0
2025-11-03 16:10:00+00:00,208.03,208.52,207.9559,208.433,2074859.0
2025-11-03 16:15:00+00:00,208.435,208.54,208.1,208.375,1120440.0
2025-11-03 16:20:00+00:00,208.37,208.4558,207.99,208.0959,1154421.0
2025-11-03 16:25:00+00:00,208.09,208.13,207.728,207.915,1210008.0
2025-11-03 16:30:00+00:00,207.915,208.2,207.7,208.0861,1018738.0
2025-11-03 16:35:00+00:00,208.09,208.5,208.02,208.2801,1143813.0
2025-11-03 16:40:00+00:00,208.2899,208.52,208.0518,208.1039,1034145.0
2025-11-03 16:45:00+00:00,208.1041,208.235,207.81,207.93,1244290.0
2025-11-03 16:50:00+00:00,207.94,208.63,207.89,208.525,1707555.0
2025-11-03 16:55:00+00:00,208.53,209.51,208.51,209.1769,3407931.0
2025-11-03 17:00:00+00:00,209.17,209.23,208.82,208.91,1556839.0
2025-11-03 17:05:00+00:00,208.9,209.12,208.77,209.07,1167496.0
2025-11-03 17:10:00+00:00,209.0654,209.24,208.935,209.14,1053387.0
2025-11-03 17:15:00+00:00,209.14,209.53,209.105,209.5197,2383880.0
2025-11-03 17:20:00+00:00,209.53,209.89,209.495,209.59,2271123.0
2025-11-03 17:25:00+00:00,209.5999,209.64,209.06,209.42,1728222.0
2025-11-03 17:30:00+00:00,209.42,210.16,209.39,210.15,3639190.0
2025-11-03 17:35:00+00:00,210.1594,210.3299,209.95,210.0099,2573182.0
2025-11-03 17:40:00+00:00,210.01,210.25,209.825,210.0,1613931.0
2025-11-03 17:45:00+00:00,210.0,210.12,209.88,209.8899,1149788.0
2025-11-03 17:50:00+00:00,209.89,210.225,209.86,210.2198,1244351.0
2025-11-03 17:55:00+00:00,210.215,210.5595,210.2,210.455,1804913.0
2025-11-03 18:00:00+00:00,210.455,210.99,210.41,210.985,2003691.0
2025-11-03 18:05:00+00:00,210.9801,211.335,210.92,211.065,2818192.0
2025-11-03 18:10:00+00:00,211.07,211.1599,210.9,211.0001,1770493.0
2025-11-03 18:15:00+00:00,211.0099,211.13,210.94,211.02,1314585.0
2025-11-03 18:20:00+00:00,211.015,211.2,210.93,211.1401,1531068.0
2025-11-03 18:25:00+00:00,211.14,211.32,210.9,210.9599,1990279.0
2025-11-03 18:30:00+00:00,210.955,211.055,210.55,210.565,1670635.0
2025-11-03 18:35:00+00:00,210.565,210.67,210.4,210.46,1488927.0
2025-11-03 18:40:00+00:00,210.4595,210.61,210.24,210.245,1763833.0
2025-11-03 18:45:00+00:00,210.25,210.2699,209.95,210.035,1507062.0
2025-11-03 18:50:00+00:00,210.04,210.04,209.33,209.62,2423109.0
2025-11-03 18:55:00+00:00,209.61,209.735,209.415,209.42,1490566.0
2025-11-03 19:00:00+00:00,209.41,209.56,208.35,208.66,2809081.0
2025-11-03 19:05:00+00:00,208.67,209.05,208.62,208.76,2445301.0
2025-11-03 19:10:00+00:00,208.74,209.145,208.68,208.88,1593937.0
2025-11-03 19:15:00+00:00,208.88,208.9,208.1201,208.208,1917844.0
2025-11-03 19:20:00+00:00,208.21,208.31,207.85,207.98,2096854.0
2025-11-03 19:25:00+00:00,207.985,207.985,207.5,207.705,1959204.0
2025-11-03 19:30:00+00:00,207.69,208.1351,207.28,207.5601,2577164.0
2025-11-03 19:35:00+00:00,207.56,207.76,207.4,207.405,1650733.0
2025-11-03 19:40:00+00:00,207.405,207.9768,206.9241,207.48,2549894.0
2025-11-03 19:45:00+00:00,207.475,207.94,207.42,207.5033,1642841.0
2025-11-03 19:50:00+00:00,207.5094,208.09,207.49,208.04,1717081.0
2025-11-03 19:55:00+00:00,208.035,208.38,207.96,208.2445,2088269.0
2025-11-03 20:00:00+00:00,208.25,208.43,208.11,208.1341,1074579.0
2025-11-03 20:05:00+00:00,208.11,208.23,207.92,207.975,1092972.0
2025-11-03 20:10:00+00:00,207.975,207.975,205.56,207.55,1437357.0
2025-11-03 20:15:00+00:00,207.56,207.79,207.47,207.5735,1230131.0
2025-11-03 20:20:00+00:00,207.575,207.79,207.11,207.1123,1378755.0
2025-11-03 20:25:00+00:00,207.12,207.22,206.83,207.0799,1583478.0
2025-11-03 20:30:00+00:00,207.08,207.15,206.62,206.67,1636021.0
2025-11-03 20:35:00+00:00,206.6611,206.94,206.33,206.9399,1845863.0
2025-11-03 20:40:00+00:00,206.94,207.28,206.91,207.27,1520733.0
2025-11-03 20:45:00+00:00,207.2793,207.32,206.77,207.015,1503504.0
2025-11-03 20:50:00+00:00,207.02,207.48,206.65,207.166,2459872.0
2025-11-03 20:55:00+00:00,207.16,207.17,206.5001,207.02,4969288.0
2025-11-03 21:00:00+00:00,206.88,207.15,206.88,207.12,1154639.0
2025-11-03 21:05:00+00:00,207.14,207.3,206.9,207.28,206383.0
2025-11-03 21:10:00+00:00,207.3,207.57,207.05,207.21,148051.0
2025-11-03 21:15:00+00:00,207.22,207.25,206.9,206.98,87415.0
2025-11-03 21:20:00+00:00,206.92,207.22,206.92,207.11,56812.0
2025-11-03 21:25:00+00:00,207.15,207.32,207.1,207.24,42226.0
2025-11-03 21:30:00+00:00,207.31,207.31,207.1,207.13,45172.0
2025-11-03 21:35:00+00:00,207.13,208.3849,207.0902,207.24,38771.0
2025-11-03 21:40:00+00:00,207.24,207.38,207.21,207.3139,47826.0
2025-11-03 21:45:00+00:00,207.33,207.45,207.3,207.37,55457.0
2025-11-03 21:50:00+00:00,207.37,207.5,207.37,207.46,66621.0
2025-11-03 21:55:00+00:00,207.46,207.46,207.25,207.31,73852.0
2025-11-03 22:00:00+00:00,207.2301,207.4,207.2301,207.355,21073.0
2025-11-03 22:05:00+00:00,207.39,207.4,207.29,207.39,25278.0
2025-11-03 22:10:00+00:00,207.3325,207.4,207.33,207.36,11006.0
2025-11-03 22:15:00+00:00,207.4,207.4887,207.37,207.4381,18322.0
2025-11-03 22:20:00+00:00,207.43,207.5,207.4,207.43,31230.0
2025-11-03 22:25:00+00:00,207.4297,207.43,207.31,207.32,27371.0
2025-11-03 22:30:00+00:00,207.42,207.42,207.29,207.3099,14258.0
2025-11-03 22:35:00+00:00,207.3003,207.33,207.27,207.31,23976.0
2025-11-03 22:40:00+00:00,207.29,207.31,207.23,207.2611,14046.0
2025-11-03 22:45:00+00:00,207.29,207.31,207.25,207.2513,18051.0
2025-11-03 22:50:00+00:00,207.2513,207.3,207.25,207.2798,19142.0
2025-11-03 22:55:00+00:00,207.27,207.29,207.19,207.2,26282.0
2025-11-03 23:00:00+00:00,207.16,207.16,207.05,207.0503,23984.0
2025-11-03 23:05:00+00:00,207.06,207.11,207.0,207.0,44866.0
2025-11-03 23:10:00+00:00,207.0,207.09,206.88,207.03,25925.0
2025-11-03 23:15:00+00:00,207.04,207.09,207.0,207.07,21452.0
2025-11-03 23:20:00+00:00,207.08,207.08,207.02,207.07,21082.0
2025-11-03 23:25:00+00:00,207.08,207.2,207.07,207.18,29467.0
2025-11-03 23:30:00+00:00,207.15,207.29,207.15,207.29,30992.0
2025-11-03 23:35:00+00:00,207.25,207.3002,207.12,207.13,17465.0
2025-11-03 23:40:00+00:00,207.11,207.2,207.1,207.12,9975.0
2025-11-03 23:45:00+00:00,207.11,207.2,207.0806,207.18,6994.0
2025-11-03 23:50:00+00:00,207.18,207.2,207.141,207.15,9319.0
2025-11-03 23:55:00+00:00,207.1499,207.23,207.1401,207.22,10019.0
2025-11-04 00:00:00+00:00,207.23,207.23,207.15,207.1981,21308.0
2025-11-04 00:05:00+00:00,207.19,207.2,207.09,207.0901,18041.0
2025-11-04 00:10:00+00:00,207.0901,207.1474,207.09,207.1,16364.0
2025-11-04 00:15:00+00:00,207.1,207.11,206.88,206.88,46336.0
2025-11-04 00:20:00+00:00,206.9789,206.9789,206.62,206.7004,53549.0
2025-11-04 00:25:00+00:00,206.7014,206.7392,206.49,206.5,89099.0
2025-11-04 00:30:00+00:00,206.5,206.6,206.38,206.38,36643.0
2025-11-04 00:35:00+00:00,206.3609,206.5,206.31,206.4,38986.0
2025-11-04 00:40:00+00:00,206.36,206.5,206.33,206.42,24562.0
2025-11-04 00:45:00+00:00,206.4145,206.6,206.4,206.55,37227.0
2025-11-04 00:50:00+00:00,206.52,206.5399,206.3999,206.4,42674.0
2025-11-04 00:55:00+00:00,206.4,206.65,206.4,206.6,44737.0
2025-11-04 09:00:00+00:00,204.05,205.02,203.82,203.88,79592.0
2025-11-04 09:05:00+00:00,203.84,203.9,203.16,203.3,85926.0
2025-11-04 09:10:00+00:00,203.31,203.84,203.31,203.47,33348.0
2025-11-04 09:15:00+00:00,203.5,203.57,203.3,203.42,31505.0
2025-11-04 09:20:00+00:00,203.35,203.39,202.88,202.9,62691.0
2025-11-04 09:25:00+00:00,202.88,203.3,202.8,203.15,46592.0
2025-11-04 09:30:00+00:00,203.18,203.52,203.04,203.19,40825.0
2025-11-04 09:35:00+00:00,203.19,203.26,202.8,203.1,46687.0
2025-11-04 09:40:00+00:00,203.08,203.45,202.8,202.8,53040.0
2025-11-04 09:45:00+00:00,202.8,202.97,202.6,202.77,81085.0
2025-11-04 09:50:00+00:00,202.79,202.94,202.46,202.47,55186.0
2025-11-04 09:55:00+00:00,202.47,202.76,202.21,202.3,82072.0
2025-11-04 10:00:00+00:00,202.22,202.23,201.5,201.51,200586.0
2025-11-04 10:05:00+00:00,201.52,201.96,201.44,201.76,95752.0
2025-11-04 10:10:00+00:00,201.79,202.09,201.79,201.9,43948.0
2025-11-04 10:15:00+00:00,201.91,202.28,201.84,202.25,50436.0
2025-11-04 10:20:00+00:00,202.27,202.6,202.26,202.41,43151.0
2025-11-04 10:25:00+00:00,202.39,202.46,202.1,202.46,35080.0
2025-11-04 10:30:00+00:00,202.45,202.95,202.4,202.91,79802.0
2025-11-04 10:35:00+00:00,202.92,203.01,202.65,203.0,53508.0
2025-11-04 10:40:00+00:00,202.97,203.03,202.81,202.96,50547.0
2025-11-04 10:45:00+00:00,202.95,203.1,202.85,203.04,31359.0
2025-11-04 10:50:00+00:00,203.06,203.09,202.63,202.68,48244.0
2025-11-04 10:55:00+00:00,202.65,202.72,202.6,202.66,38647.0
2025-11-04 11:00:00+00:00,202.63,202.91,202.6,202.87,25057.0
