ts,Volume,vw,Open,Close,High,Low,t,n
2026-05-07 13:30:00+00:00,12,5.9667,5.9,6.0,6.0,5.9,1778160600000,8
2026-05-07 13:31:00+00:00,1,6.1,6.1,6.1,6.1,6.1,1778160660000,1
2026-05-07 13:32:00+00:00,5,6.12,6.12,6.12,6.12,6.12,1778160720000,1
2026-05-07 13:33:00+00:00,2,6.3,6.3,6.3,6.3,6.3,1778160780000,1
2026-05-07 13:34:00+00:00,7,6.17,6.2,6.13,6.27,6.13,1778160840000,3
2026-05-07 13:36:00+00:00,28,6.4557,6.3,6.5,6.61,6.3,1778160960000,10
2026-05-07 13:37:00+00:00,67,6.3006,6.43,6.29,6.43,6.29,1778161020000,5
2026-05-07 13:38:00+00:00,1,6.25,6.25,6.25,6.25,6.25,1778161080000,1
2026-05-07 13:39:00+00:00,40,6.0287,6.0,6.14,6.14,6.0,1778161140000,21
2026-05-07 13:40:00+00:00,29,6.2731,6.22,6.3,6.3,6.15,1778161200000,8
2026-05-07 13:41:00+00:00,14,6.4314,6.3,6.48,6.48,6.3,1778161260000,7
2026-05-07 13:42:00+00:00,12,6.475,6.5,6.47,6.5,6.47,1778161320000,2
2026-05-07 13:43:00+00:00,7,6.3714,6.45,6.25,6.5,6.25,1778161380000,3
2026-05-07 13:44:00+00:00,63,6.4144,6.15,6.4,6.42,6.15,1778161440000,7
2026-05-07 13:45:00+00:00,11,6.5073,6.51,6.5,6.51,6.5,1778161500000,4
2026-05-07 13:46:00+00:00,2,6.45,6.45,6.45,6.45,6.45,1778161560000,1
2026-05-07 13:47:00+00:00,22,6.5982,6.4,7.02,7.02,6.3,1778161620000,9
2026-05-07 13:48:00+00:00,13,6.8815,7.07,6.76,7.2,6.63,1778161680000,11
2026-05-07 13:49:00+00:00,5,7.05,6.8,7.2,7.2,6.8,1778161740000,4
2026-05-07 13:50:00+00:00,1,7.27,7.27,7.27,7.27,7.27,1778161800000,1
2026-05-07 13:51:00+00:00,4,7.0875,7.05,7.2,7.2,7.05,1778161860000,4
2026-05-07 13:52:00+00:00,2,6.95,6.95,6.95,6.95,6.95,1778161920000,2
2026-05-07 13:53:00+00:00,15,6.7273,6.73,6.72,6.77,6.72,1778161980000,4
2026-05-07 13:55:00+00:00,6,6.18,6.15,6.33,6.33,6.15,1778162100000,2
