ts,Volume,vw,Open,Close,High,Low,t,n
2026-05-11 13:30:00+00:00,38,11.1776,11.0,11.6,11.93,10.61,1778506200000,13
2026-05-11 13:32:00+00:00,16,14.3769,13.6,14.8,14.8,13.55,1778506320000,6
2026-05-11 13:33:00+00:00,8,14.76,14.93,14.65,15.0,14.65,1778506380000,5
2026-05-11 13:34:00+00:00,14,15.1721,14.8,15.56,15.56,14.8,1778506440000,5
2026-05-11 13:35:00+00:00,9,14.7267,14.8,14.4,14.81,14.4,1778506500000,4
2026-05-11 13:36:00+00:00,14,14.3893,14.3,14.0,14.51,14.0,1778506560000,8
2026-05-11 13:37:00+00:00,66,14.5235,14.3,14.4,14.9,14.3,1778506620000,13
2026-05-11 13:38:00+00:00,22,14.5682,14.4,14.8,14.8,14.4,1778506680000,8
2026-05-11 13:39:00+00:00,8,14.55,14.9,14.5,14.9,14.5,1778506740000,4
2026-05-11 13:40:00+00:00,22,14.6595,14.2,14.7,14.82,14.0,1778506800000,11
2026-05-11 13:41:00+00:00,3,15.7033,15.8,15.61,15.8,15.61,1778506860000,3
2026-05-11 13:42:00+00:00,4,15.245,15.6,15.1,15.6,15.1,1778506920000,4
2026-05-11 13:43:00+00:00,11,15.7791,15.57,16.0,16.0,15.5,1778506980000,4
2026-05-11 13:44:00+00:00,47,16.2215,16.07,16.8,16.8,16.0,1778507040000,16
2026-05-11 13:45:00+00:00,31,17.6045,17.0,17.83,18.0,17.0,1778507100000,12
2026-05-11 13:46:00+00:00,32,18.1231,18.09,18.1,18.65,17.78,1778507160000,19
2026-05-11 13:47:00+00:00,38,18.3311,18.25,18.49,18.6,18.19,1778507220000,8
2026-05-11 13:48:00+00:00,44,18.8218,18.32,19.5,19.86,18.32,1778507280000,8
2026-05-11 13:49:00+00:00,13,18.2223,19.18,18.1,19.18,18.1,1778507340000,7
2026-05-11 13:50:00+00:00,14,19.2714,19.3,19.2,19.3,19.2,1778507400000,3
2026-05-11 13:51:00+00:00,18,18.4972,18.3,18.2,18.73,18.2,1778507460000,9
2026-05-11 13:52:00+00:00,8,18.255,18.02,18.5,18.5,18.0,1778507520000,8
2026-05-11 13:53:00+00:00,19,17.9874,18.6,17.7,18.6,17.7,1778507580000,3
2026-05-11 13:54:00+00:00,4,16.6,17.5,16.3,17.5,16.3,1778507640000,4
2026-05-11 13:55:00+00:00,5,15.96,15.9,15.9,16.0,15.9,1778507700000,5
2026-05-11 13:56:00+00:00,21,15.9714,15.8,16.0,16.0,15.8,1778507760000,7
2026-05-11 13:57:00+00:00,106,15.9198,16.0,16.1,16.1,15.91,1778507820000,5
2026-05-11 13:58:00+00:00,100,16.0,16.0,16.0,16.0,16.0,1778507880000,11
2026-05-11 13:59:00+00:00,1,16.38,16.38,16.38,16.38,16.38,1778507940000,1
2026-05-11 14:00:00+00:00,10,17.07,17.0,16.5,17.2,16.5,1778508000000,6
2026-05-11 14:01:00+00:00,21,16.8143,16.8,16.9,16.9,16.8,1778508060000,4
2026-05-11 14:02:00+00:00,3,17.0,17.0,17.0,17.0,17.0,1778508120000,3
2026-05-11 14:03:00+00:00,20,16.5,16.5,16.5,16.5,16.5,1778508180000,4
2026-05-11 14:05:00+00:00,10,16.4,16.4,16.4,16.4,16.4,1778508300000,6
2026-05-11 14:06:00+00:00,14,16.7429,16.7,16.7,17.0,16.7,1778508360000,4
2026-05-11 14:07:00+00:00,4,17.05,17.0,17.2,17.2,17.0,1778508420000,4
2026-05-11 14:08:00+00:00,19,17.1421,17.3,17.1,17.3,17.1,1778508480000,3
2026-05-11 14:09:00+00:00,4,16.875,17.1,16.8,17.1,16.8,1778508540000,3
