Timestamp,Open,High,Low,Close,Volume
2024-04-16 04:00:00-04:00,504.4,504.54,504.15,504.54,21864.0
2024-04-16 04:15:00-04:00,504.37,504.46,504.07,504.29,8534.0
2024-04-16 04:30:00-04:00,504.37,504.39,504.08,504.08,3696.0
2024-04-16 04:45:00-04:00,504.04,504.51,504.04,504.51,7229.0
2024-04-16 05:00:00-04:00,504.3,504.49,504.2,504.33,4443.0
2024-04-16 05:15:00-04:00,504.14,504.33,503.71,504.08,5036.0
2024-04-16 05:30:00-04:00,504.23,504.23,503.61,503.84,3332.0
2024-04-16 05:45:00-04:00,503.89,504.0,503.24,503.8,19483.0
2024-04-16 06:00:00-04:00,503.87,503.87,503.28,503.55,3630.0
2024-04-16 06:15:00-04:00,503.6,503.6,503.1,503.38,11023.0
2024-04-16 06:30:00-04:00,503.4,504.32,503.2,504.32,66096.0
2024-04-16 06:45:00-04:00,504.35,504.48,504.21,504.43,23903.0
2024-04-16 07:00:00-04:00,504.45,505.2,504.36,505.2,135400.0
2024-04-16 07:15:00-04:00,505.25,505.39,504.8,505.04,104689.0
2024-04-16 07:30:00-04:00,505.04,505.93,505.03,505.44,144773.0
2024-04-16 07:45:00-04:00,505.4,506.24,505.4,506.03,203851.0
2024-04-16 08:00:00-04:00,506.02,506.1682,503.4,505.5,212012.0
2024-04-16 08:15:00-04:00,505.41,505.5,504.71,504.83,139780.0
2024-04-16 08:30:00-04:00,504.96,506.17,504.61,506.14,216946.0
2024-04-16 08:45:00-04:00,506.12,506.19,505.41,505.5,99808.0
2024-04-16 09:00:00-04:00,505.5,505.76,505.09,505.44,140917.0
2024-04-16 09:15:00-04:00,505.46,505.53,504.79,504.9,231862.0
2024-04-16 09:30:00-04:00,504.94,505.2,503.5,503.89,4332780.0
2024-04-16 09:45:00-04:00,503.89,504.95,502.95,504.44,3312507.0
2024-04-16 10:00:00-04:00,504.42,504.97,503.74,504.91,2128652.0
2024-04-16 10:15:00-04:00,504.9,505.28,503.18,503.18,2325785.0
2024-04-16 10:30:00-04:00,503.17,503.57,502.42,503.25,2405533.0
2024-04-16 10:45:00-04:00,503.23,503.77,502.83,503.1015,2204151.0
2024-04-16 11:00:00-04:00,503.1,503.93,502.875,503.545,1841874.0
2024-04-16 11:15:00-04:00,503.53,504.34,503.42,504.1821,1446043.0
2024-04-16 11:30:00-04:00,504.185,504.45,503.63,504.365,1275047.0
2024-04-16 11:45:00-04:00,504.3698,505.36,503.97,504.245,2298275.0
2024-04-16 12:00:00-04:00,504.24,504.685,503.5,504.6396,1871836.0
2024-04-16 12:15:00-04:00,504.63,505.0,504.38,504.4901,1025127.0
2024-04-16 12:30:00-04:00,504.49,504.88,504.15,504.25,1137967.0
2024-04-16 12:45:00-04:00,504.25,505.1,504.19,504.5187,1010279.0
2024-04-16 13:00:00-04:00,504.55,504.81,503.74,504.64,1285025.0
2024-04-16 13:15:00-04:00,504.61,505.05,504.12,504.33,1455534.0
2024-04-16 13:30:00-04:00,504.34,504.855,502.21,504.09,4956232.0
2024-04-16 13:45:00-04:00,504.12,504.59,502.62,503.9699,2399849.0
2024-04-16 14:00:00-04:00,503.96,506.5,503.41,504.7434,3558643.0
2024-04-16 14:15:00-04:00,504.75,504.88,502.6,503.04,3684200.0
2024-04-16 14:30:00-04:00,503.04,504.55,502.99,504.3404,2044413.0
2024-04-16 14:45:00-04:00,504.31,505.81,503.92,505.8,2098937.0
2024-04-16 15:00:00-04:00,505.81,505.8598,504.94,505.15,2107263.0
2024-04-16 15:15:00-04:00,505.15,505.8,504.7,505.62,1753880.0
2024-04-16 15:30:00-04:00,505.63,505.63,503.575,504.43,4066298.0
2024-04-16 15:45:00-04:00,504.425,504.89,503.295,503.49,7022558.0
2024-04-16 16:00:00-04:00,503.49,503.56,503.11,503.46,3514929.0
2024-04-16 16:15:00-04:00,503.46,503.64,503.31,503.43,266709.0
2024-04-16 16:30:00-04:00,503.51,503.64,503.43,503.6,221746.0
2024-04-16 16:45:00-04:00,503.58,503.81,503.56,503.721,223877.0
2024-04-16 17:00:00-04:00,503.78,503.95,503.769,503.91,31973.0
2024-04-16 17:15:00-04:00,503.91,503.94,503.88,503.94,3014.0
2024-04-16 17:30:00-04:00,503.9,503.98,503.86,503.97,36503.0
2024-04-16 17:45:00-04:00,503.97,503.97,503.9,503.97,19021.0
2024-04-16 18:00:00-04:00,503.97,504.37,503.92,504.12,98371.0
2024-04-16 18:15:00-04:00,504.11,504.11,503.86,503.91,47536.0
2024-04-16 18:30:00-04:00,503.99,504.12,503.95,504.111,22708.0
2024-04-16 18:45:00-04:00,504.15,504.25,504.11,504.15,3509.0
2024-04-16 19:00:00-04:00,504.1,504.1,503.97,504.01,10468.0
2024-04-16 19:15:00-04:00,504.03,504.45,504.03,504.45,3365.0
2024-04-16 19:30:00-04:00,504.42,504.7,504.42,504.7,6356.0
2024-04-16 19:45:00-04:00,504.61,505.0,504.61,504.91,63047.0
