Timestamp,Open,High,Low,Close,Volume
2025-09-17 04:00:00-04:00,660.22,660.26,659.98,660.03,8048.0
2025-09-17 04:15:00-04:00,659.85,659.93,659.75,659.78,8322.0
2025-09-17 04:30:00-04:00,659.73,659.73,658.57,659.07,35840.0
2025-09-17 04:45:00-04:00,659.08,659.83,658.99,659.59,8794.0
2025-09-17 05:00:00-04:00,659.72,659.91,659.67,659.84,4351.0
2025-09-17 05:15:00-04:00,659.87,659.92,659.78,659.9,5204.0
2025-09-17 05:30:00-04:00,659.96,660.05,659.9,659.9,5968.0
2025-09-17 05:45:00-04:00,659.85,659.85,659.77,659.81,1331.0
2025-09-17 06:00:00-04:00,659.8,659.86,659.55,659.55,2930.0
2025-09-17 06:15:00-04:00,659.6,659.72,659.56,659.56,6229.0
2025-09-17 06:30:00-04:00,659.56,659.56,659.33,659.37,7752.0
2025-09-17 06:45:00-04:00,659.53,659.54,659.19,659.19,8268.0
2025-09-17 07:00:00-04:00,659.37,659.59,659.14,659.59,14925.0
2025-09-17 07:15:00-04:00,659.7,659.72,659.53,659.59,25403.0
2025-09-17 07:30:00-04:00,659.55,659.55,659.14,659.21,19568.0
2025-09-17 07:45:00-04:00,659.35,659.59,659.35,659.45,7818.0
2025-09-17 08:00:00-04:00,659.57,660.39,659.0,659.51,75958.0
2025-09-17 08:15:00-04:00,659.53,659.69,659.39,659.69,53980.0
2025-09-17 08:30:00-04:00,659.69,659.87,659.69,659.73,213284.0
2025-09-17 08:45:00-04:00,659.69,659.88,659.54,659.87,23602.0
2025-09-17 09:00:00-04:00,659.86,659.96,659.79,659.87,108634.0
2025-09-17 09:15:00-04:00,659.87,660.18,659.779,660.06,61573.0
2025-09-17 09:30:00-04:00,660.01,660.56,659.76,659.865,3538217.0
2025-09-17 09:45:00-04:00,659.86,660.655,659.64,659.88,3201087.0
2025-09-17 10:00:00-04:00,659.88,659.96,659.27,659.46,2764616.0
2025-09-17 10:15:00-04:00,659.465,659.58,659.09,659.16,2243861.0
2025-09-17 10:30:00-04:00,659.17,659.505,659.06,659.19,1814590.0
2025-09-17 10:45:00-04:00,659.19,659.64,659.04,659.32,1615666.0
2025-09-17 11:00:00-04:00,659.32,659.555,658.99,659.5,1485401.0
2025-09-17 11:15:00-04:00,659.5,659.67,658.865,658.94,1034590.0
2025-09-17 11:30:00-04:00,658.945,659.27,658.875,659.235,1121484.0
2025-09-17 11:45:00-04:00,659.24,659.33,658.89,659.265,836131.0
2025-09-17 12:00:00-04:00,659.26,659.34,658.83,658.88,1076129.0
2025-09-17 12:15:00-04:00,658.88,659.01,658.73,658.93,1029919.0
2025-09-17 12:30:00-04:00,658.93,658.985,658.145,658.562,1635176.0
2025-09-17 12:45:00-04:00,658.58,658.58,658.13,658.32,1074175.0
2025-09-17 13:00:00-04:00,658.31,658.74,658.295,658.63,1323326.0
2025-09-17 13:15:00-04:00,658.63,658.73,658.37,658.645,689582.0
2025-09-17 13:30:00-04:00,658.65,659.19,658.65,658.89,1267001.0
2025-09-17 13:45:00-04:00,658.89,659.66,658.76,659.66,1306080.0
2025-09-17 14:00:00-04:00,659.658,661.72,657.83,657.83,8430631.0
2025-09-17 14:15:00-04:00,657.83,660.37,657.13,660.35,4836987.0
2025-09-17 14:30:00-04:00,660.36,660.57,656.01,656.735,7403699.0
2025-09-17 14:45:00-04:00,656.745,657.84,654.3,657.715,8649698.0
2025-09-17 15:00:00-04:00,657.69,660.285,657.505,658.18,6509287.0
2025-09-17 15:15:00-04:00,658.19,660.68,658.17,660.185,5178035.0
2025-09-17 15:30:00-04:00,660.2,660.57,659.02,659.61,3801009.0
2025-09-17 15:45:00-04:00,659.61,659.91,658.5,659.18,8946324.0
2025-09-17 16:00:00-04:00,659.18,660.01,659.17,659.55,4233879.0
2025-09-17 16:15:00-04:00,659.56,659.69,659.13,659.67,11795019.0
2025-09-17 16:30:00-04:00,659.68,659.99,659.63,659.71,83995.0
2025-09-17 16:45:00-04:00,659.67,659.72,659.4,659.71,70650.0
2025-09-17 17:00:00-04:00,659.66,659.67,659.6,659.67,444934.0
2025-09-17 17:15:00-04:00,659.7,659.7,659.5504,659.6,10906.0
2025-09-17 17:30:00-04:00,659.62,659.64,659.58,659.59,5431.0
2025-09-17 17:45:00-04:00,659.61,659.65,659.58,659.65,4936.0
2025-09-17 18:00:00-04:00,659.7,660.06,659.55,660.06,27217.0
2025-09-17 18:15:00-04:00,660.06,660.44,660.03,660.34,18947.0
2025-09-17 18:30:00-04:00,660.37,660.89,660.34,660.83,70199.0
2025-09-17 18:45:00-04:00,660.82,661.39,660.79,661.18,85441.0
2025-09-17 19:00:00-04:00,661.21,661.77,661.21,661.34,75260.0
2025-09-17 19:15:00-04:00,661.34,661.55,661.3,661.36,19332.0
2025-09-17 19:30:00-04:00,661.45,661.5201,661.2,661.2308,22085.0
2025-09-17 19:45:00-04:00,661.3682,661.52,661.35,661.49,12284.0
