Timestamp,Open,High,Low,Close,Volume
2025-03-24 04:00:00-04:00,568.27,570.3,567.35,570.22,41667.0
2025-03-24 04:15:00-04:00,570.3,570.38,569.83,570.15,26761.0
2025-03-24 04:30:00-04:00,570.17,570.26,570.06,570.13,6053.0
2025-03-24 04:45:00-04:00,570.1,570.41,569.98,570.28,9841.0
2025-03-24 05:00:00-04:00,570.25,570.5,570.05,570.5,14479.0
2025-03-24 05:15:00-04:00,570.48,570.48,569.96,570.01,11724.0
2025-03-24 05:30:00-04:00,569.94,569.94,569.51,569.74,17796.0
2025-03-24 05:45:00-04:00,569.98,570.12,569.81,569.96,6200.0
2025-03-24 06:00:00-04:00,569.83,569.98,569.77,569.88,4575.0
2025-03-24 06:15:00-04:00,570.05,570.44,570.05,570.44,30248.0
2025-03-24 06:30:00-04:00,570.44,570.82,570.44,570.77,36550.0
2025-03-24 06:45:00-04:00,570.72,570.73,570.58,570.63,15744.0
2025-03-24 07:00:00-04:00,570.55,571.19,570.36,571.1,146094.0
2025-03-24 07:15:00-04:00,571.1,571.2,570.9,571.09,110255.0
2025-03-24 07:30:00-04:00,570.99,571.11,570.69,570.91,98706.0
2025-03-24 07:45:00-04:00,570.92,571.23,570.91,570.98,95870.0
2025-03-24 08:00:00-04:00,570.74,571.2,567.9,570.93,227733.0
2025-03-24 08:15:00-04:00,570.89,571.11,570.61,571.1,67469.0
2025-03-24 08:30:00-04:00,571.11,571.3,571.05,571.251,106434.0
2025-03-24 08:45:00-04:00,571.26,571.52,571.03,571.1402,111891.0
2025-03-24 09:00:00-04:00,571.24,571.5,571.15,571.235,194241.0
2025-03-24 09:15:00-04:00,571.24,571.3,570.73,570.76,275742.0
2025-03-24 09:30:00-04:00,570.8,572.31,570.2,572.04,3844383.0
2025-03-24 09:45:00-04:00,572.02,572.98,571.65,572.74,2178124.0
2025-03-24 10:00:00-04:00,572.735,572.91,572.01,572.82,2716931.0
2025-03-24 10:15:00-04:00,572.82,573.34,572.73,573.13,1526742.0
2025-03-24 10:30:00-04:00,573.15,573.27,572.68,572.84,1240768.0
2025-03-24 10:45:00-04:00,572.89,573.69,572.82,573.555,1852439.0
2025-03-24 11:00:00-04:00,573.55,573.98,573.11,573.77,1252026.0
2025-03-24 11:15:00-04:00,573.775,573.99,573.45,573.71,776791.0
2025-03-24 11:30:00-04:00,573.72,573.83,573.14,573.35,980422.0
2025-03-24 11:45:00-04:00,573.3682,573.9199,573.23,573.8796,924525.0
2025-03-24 12:00:00-04:00,573.87,574.39,573.7331,574.23,1084873.0
2025-03-24 12:15:00-04:00,574.21,574.26,573.22,573.25,1529653.0
2025-03-24 12:30:00-04:00,573.26,573.58,572.77,573.22,1539765.0
2025-03-24 12:45:00-04:00,573.21,573.55,572.97,573.1293,694979.0
2025-03-24 13:00:00-04:00,573.14,573.19,572.53,572.62,983450.0
2025-03-24 13:15:00-04:00,572.64,573.06,572.45,573.05,997252.0
2025-03-24 13:30:00-04:00,573.05,573.375,572.88,573.02,1137808.0
2025-03-24 13:45:00-04:00,573.03,573.33,572.78,573.0999,775922.0
2025-03-24 14:00:00-04:00,573.1,573.13,572.05,572.3462,1612455.0
2025-03-24 14:15:00-04:00,572.35,572.67,572.1,572.405,827578.0
2025-03-24 14:30:00-04:00,572.4,573.5,572.0747,573.3499,2248166.0
2025-03-24 14:45:00-04:00,573.34,573.71,572.6,573.635,1604851.0
2025-03-24 15:00:00-04:00,573.64,574.13,573.47,573.7646,2207437.0
2025-03-24 15:15:00-04:00,573.79,574.21,573.75,573.95,1028127.0
2025-03-24 15:30:00-04:00,573.96,574.35,573.84,574.23,2253421.0
2025-03-24 15:45:00-04:00,574.22,575.15,574.01,574.02,7196482.0
2025-03-24 16:00:00-04:00,574.02,574.4714,573.5134,574.38,5617061.0
2025-03-24 16:15:00-04:00,574.34,574.57,574.28,574.36,3585647.0
2025-03-24 16:30:00-04:00,574.32,574.42,574.15,574.17,85648.0
2025-03-24 16:45:00-04:00,574.18,574.22,573.95,573.98,54763.0
2025-03-24 17:00:00-04:00,574.0673,574.08,573.95,574.05,36096.0
2025-03-24 17:15:00-04:00,574.05,574.07,573.96,574.0299,35783.0
2025-03-24 17:30:00-04:00,574.0195,574.1,574.0,574.06,6864.0
2025-03-24 17:45:00-04:00,574.09,574.13,574.06,574.09,14019.0
2025-03-24 18:00:00-04:00,574.05,574.0907,573.77,573.77,41701.0
2025-03-24 18:15:00-04:00,573.77,573.82,573.64,573.64,10033.0
2025-03-24 18:30:00-04:00,573.72,573.91,573.69,573.8,11576.0
2025-03-24 18:45:00-04:00,573.83,573.83,573.6,573.65,12777.0
2025-03-24 19:00:00-04:00,573.65,573.8,573.65,573.73,17457.0
2025-03-24 19:15:00-04:00,573.74,573.79,573.69,573.71,6075.0
2025-03-24 19:30:00-04:00,573.75,573.99,573.75,573.99,18602.0
2025-03-24 19:45:00-04:00,574.02,574.04,573.81,573.8282,32867.0
