ts,Open,High,Low,Close,Volume
2026-04-01 13:30:00+00:00,24.6,25.45,22.39,24.4,184
2026-04-01 13:31:00+00:00,23.8,24.28,20.98,22.5,87
2026-04-01 13:32:00+00:00,22.47,29.1,22.47,29.1,95
2026-04-01 13:33:00+00:00,29.3,30.0,27.64,30.0,64
2026-04-01 13:34:00+00:00,30.3,31.74,28.5,28.69,52
2026-04-01 13:35:00+00:00,28.0,29.73,26.45,29.73,46
2026-04-01 13:36:00+00:00,29.0,32.7,29.0,31.4,100
2026-04-01 13:37:00+00:00,30.2,31.19,29.11,30.9,103
2026-04-01 13:38:00+00:00,33.21,34.54,32.5,34.54,97
2026-04-01 13:39:00+00:00,34.61,35.9,33.35,34.2,45
2026-04-01 13:40:00+00:00,34.2,34.27,30.1,30.2,84
2026-04-01 13:41:00+00:00,30.1,30.9,29.28,29.51,88
2026-04-01 13:42:00+00:00,29.96,31.4,23.92,24.6,166
2026-04-01 13:44:00+00:00,21.5,23.9,21.3,23.7,252
2026-04-01 13:45:00+00:00,24.0,26.4,22.3,22.3,170
2026-04-01 13:46:00+00:00,22.68,23.07,21.7,21.7,123
2026-04-01 13:47:00+00:00,21.5,21.5,19.7,19.7,242
2026-04-01 13:48:00+00:00,20.1,21.75,19.0,19.8,587
2026-04-01 13:49:00+00:00,19.8,20.1,18.61,19.56,232
2026-04-01 13:50:00+00:00,20.0,21.5,18.5,21.41,247
2026-04-01 13:51:00+00:00,21.6,24.4,21.2,23.3,235
2026-04-01 13:52:00+00:00,23.5,24.6,21.57,24.1,154
2026-04-01 13:53:00+00:00,24.0,27.35,23.9,25.0,144
2026-04-01 13:54:00+00:00,25.3,25.3,22.5,22.5,149
2026-04-01 13:55:00+00:00,22.25,24.9,21.2,24.5,175
2026-04-01 13:56:00+00:00,25.12,25.12,22.2,22.8,91
2026-04-01 13:57:00+00:00,22.7,26.2,22.6,23.2,169
2026-04-01 13:58:00+00:00,23.4,24.13,22.8,24.0,74
2026-04-01 13:59:00+00:00,24.0,24.5,22.2,24.0,46
2026-04-01 14:00:00+00:00,24.2,26.1,21.9,22.9,160
2026-04-01 14:01:00+00:00,23.7,27.9,23.5,25.9,135
2026-04-01 14:02:00+00:00,26.13,27.1,25.05,26.8,179
2026-04-01 14:03:00+00:00,27.6,28.6,25.8,25.9,91
2026-04-01 14:04:00+00:00,26.0,26.55,24.8,25.07,73
2026-04-01 14:05:00+00:00,25.88,27.4,25.3,25.3,83
2026-04-01 14:06:00+00:00,25.3,25.4,22.0,23.5,121
2026-04-01 14:07:00+00:00,23.5,27.9,23.5,26.57,161
2026-04-01 14:08:00+00:00,26.0,28.7,26.0,27.9,38
2026-04-01 14:09:00+00:00,27.7,28.3,24.9,26.0,42
2026-04-01 14:10:00+00:00,25.6,26.4,23.08,25.2,46
2026-04-01 14:11:00+00:00,24.1,24.1,21.75,22.0,88
2026-04-01 14:12:00+00:00,22.5,25.1,22.5,24.35,41
2026-04-01 14:13:00+00:00,24.3,24.3,22.1,22.7,53
2026-04-01 14:14:00+00:00,23.35,24.85,22.63,24.85,131
2026-04-01 14:15:00+00:00,24.9,26.3,24.9,26.1,175
2026-04-01 14:16:00+00:00,24.83,26.0,23.9,24.7,73
2026-04-01 14:17:00+00:00,25.1,25.1,22.5,23.3,71
2026-04-01 14:18:00+00:00,23.58,24.47,23.58,24.4,40
2026-04-01 14:19:00+00:00,24.62,24.75,23.2,24.62,60
2026-04-01 14:20:00+00:00,25.4,26.0,23.0,23.0,78
2026-04-01 14:21:00+00:00,24.5,26.9,24.0,26.65,111
2026-04-01 14:22:00+00:00,26.42,29.5,26.1,28.2,57
2026-04-01 14:23:00+00:00,27.4,27.4,25.5,27.1,21
2026-04-01 14:24:00+00:00,25.98,26.6,22.0,23.5,38
2026-04-01 14:25:00+00:00,24.05,26.0,23.3,26.0,52
2026-04-01 14:26:00+00:00,25.04,25.04,22.7,22.7,12
2026-04-01 14:27:00+00:00,22.39,24.3,22.39,23.58,23
2026-04-01 14:28:00+00:00,23.7,25.36,23.7,25.36,47
2026-04-01 14:29:00+00:00,25.36,26.6,25.3,26.6,106
