ts,Open,High,Low,Close,Volume
2026-04-07 13:30:00+00:00,17.1,20.2,16.67,19.9,60
2026-04-07 13:31:00+00:00,20.0,24.6,19.5,23.52,182
2026-04-07 13:32:00+00:00,23.4,23.8,21.2,22.8,225
2026-04-07 13:33:00+00:00,23.1,23.7,21.4,21.9,231
2026-04-07 13:34:00+00:00,22.55,22.87,21.0,22.3,181
2026-04-07 13:35:00+00:00,22.2,25.2,22.2,23.45,382
2026-04-07 13:36:00+00:00,23.4,23.5,19.8,21.9,264
2026-04-07 13:37:00+00:00,21.6,21.67,19.3,20.9,233
2026-04-07 13:38:00+00:00,21.1,22.3,19.5,21.7,172
2026-04-07 13:39:00+00:00,21.8,24.4,21.2,23.9,315
2026-04-07 13:40:00+00:00,24.6,25.4,21.5,25.1,289
2026-04-07 13:41:00+00:00,25.0,25.9,23.4,25.1,186
2026-04-07 13:42:00+00:00,24.3,24.5,22.7,22.9,74
2026-04-07 13:43:00+00:00,23.2,23.36,21.5,22.9,65
2026-04-07 13:44:00+00:00,23.1,24.8,23.1,24.1,124
2026-04-07 13:45:00+00:00,24.0,26.0,22.9,24.5,187
2026-04-07 13:46:00+00:00,24.2,25.6,24.2,25.0,109
2026-04-07 13:47:00+00:00,24.8,28.1,24.75,27.4,160
2026-04-07 13:48:00+00:00,27.4,29.4,26.1,27.4,99
2026-04-07 13:49:00+00:00,28.0,28.0,25.4,26.4,64
2026-04-07 13:50:00+00:00,26.95,28.1,25.4,26.95,89
2026-04-07 13:51:00+00:00,26.9,28.0,24.6,26.18,53
2026-04-07 13:52:00+00:00,25.5,25.8,22.93,23.7,58
2026-04-07 13:53:00+00:00,23.92,25.2,22.08,22.08,42
2026-04-07 13:54:00+00:00,21.8,21.8,19.5,19.5,218
2026-04-07 13:55:00+00:00,19.3,21.0,18.3,20.3,282
2026-04-07 13:56:00+00:00,20.3,25.8,20.2,25.3,272
2026-04-07 13:57:00+00:00,24.47,27.0,23.8,26.35,208
2026-04-07 13:58:00+00:00,25.9,27.25,24.8,25.1,98
2026-04-07 13:59:00+00:00,26.1,29.0,25.0,28.58,123
2026-04-07 14:00:00+00:00,28.9,32.27,28.0,30.9,119
2026-04-07 14:01:00+00:00,30.6,33.0,30.35,31.8,77
2026-04-07 14:02:00+00:00,31.8,33.5,30.5,31.33,125
2026-04-07 14:03:00+00:00,30.7,32.7,30.7,31.7,34
2026-04-07 14:04:00+00:00,31.5,33.48,31.5,31.8,48
2026-04-07 14:05:00+00:00,33.5,34.5,32.0,33.5,29
2026-04-07 14:06:00+00:00,34.0,42.46,34.0,42.0,97
2026-04-07 14:07:00+00:00,41.6,41.9,37.8,41.0,56
2026-04-07 14:08:00+00:00,40.6,44.5,40.22,44.0,28
2026-04-07 14:09:00+00:00,42.34,43.77,40.9,40.9,22
2026-04-07 14:10:00+00:00,40.7,40.7,37.7,38.54,17
2026-04-07 14:11:00+00:00,38.7,40.4,38.7,40.4,13
2026-04-07 14:12:00+00:00,38.1,39.52,37.4,39.52,21
2026-04-07 14:13:00+00:00,38.87,41.35,38.87,39.96,5
2026-04-07 14:14:00+00:00,39.05,39.05,36.7,36.8,22
2026-04-07 14:15:00+00:00,36.71,37.8,36.0,36.37,9
2026-04-07 14:16:00+00:00,34.1,34.19,32.7,33.4,19
2026-04-07 14:17:00+00:00,34.5,36.98,34.5,35.3,12
2026-04-07 14:18:00+00:00,36.0,36.6,34.85,35.4,79
2026-04-07 14:19:00+00:00,35.4,37.0,33.7,33.7,18
2026-04-07 14:20:00+00:00,32.8,33.8,29.2,31.4,35
2026-04-07 14:21:00+00:00,31.3,31.3,25.58,26.3,88
2026-04-07 14:22:00+00:00,27.52,28.5,26.0,28.5,47
2026-04-07 14:23:00+00:00,28.8,29.0,25.0,25.1,61
2026-04-07 14:24:00+00:00,25.8,26.1,24.04,25.6,46
2026-04-07 14:25:00+00:00,25.9,26.9,25.7,26.0,21
2026-04-07 14:26:00+00:00,25.9,27.6,25.9,26.39,28
2026-04-07 14:27:00+00:00,28.26,29.97,28.26,29.3,9
2026-04-07 14:28:00+00:00,29.0,29.83,28.95,29.83,9
2026-04-07 14:29:00+00:00,29.25,29.25,25.0,25.0,13
2026-04-07 14:30:00+00:00,25.0,26.87,25.0,26.87,19
2026-04-07 14:31:00+00:00,28.62,29.0,27.5,27.5,28
2026-04-07 14:32:00+00:00,27.1,29.0,27.1,29.0,2
2026-04-07 14:33:00+00:00,25.85,26.1,19.8,22.2,57
2026-04-07 14:34:00+00:00,22.8,24.5,22.7,24.5,75
2026-04-07 14:35:00+00:00,24.4,27.3,24.3,25.45,18
2026-04-07 14:36:00+00:00,26.8,26.9,24.8,24.8,27
2026-04-07 14:37:00+00:00,26.0,26.0,23.5,24.5,18
2026-04-07 14:38:00+00:00,23.8,25.4,23.8,24.4,13
2026-04-07 14:39:00+00:00,25.0,27.4,25.0,27.0,25
2026-04-07 14:40:00+00:00,26.0,26.7,25.1,25.1,5
2026-04-07 14:41:00+00:00,26.4,26.4,25.6,25.6,3
2026-04-07 14:42:00+00:00,26.6,27.96,26.3,27.96,24
2026-04-07 14:43:00+00:00,28.49,29.3,27.38,29.1,28
2026-04-07 14:44:00+00:00,28.3,28.3,25.1,27.22,16
2026-04-07 14:45:00+00:00,26.9,28.21,26.3,28.21,13
2026-04-07 14:46:00+00:00,27.2,27.2,20.53,24.8,61
2026-04-07 14:47:00+00:00,26.1,27.3,26.0,26.3,13
2026-04-07 14:48:00+00:00,26.6,28.27,26.6,28.08,22
2026-04-07 14:49:00+00:00,27.61,27.61,26.4,26.4,8
2026-04-07 14:50:00+00:00,27.1,29.45,26.65,29.45,11
2026-04-07 14:51:00+00:00,28.1,31.9,28.1,31.5,34
2026-04-07 14:52:00+00:00,30.5,31.46,30.3,30.3,20
2026-04-07 14:53:00+00:00,30.25,30.25,26.64,27.3,35
2026-04-07 14:54:00+00:00,28.35,28.97,27.8,27.8,15
2026-04-07 14:55:00+00:00,29.0,31.0,29.0,31.0,34
2026-04-07 14:56:00+00:00,30.45,31.81,30.45,30.8,17
2026-04-07 14:57:00+00:00,30.39,32.4,29.5,31.2,25
2026-04-07 14:58:00+00:00,29.29,34.9,29.0,34.9,18
2026-04-07 14:59:00+00:00,35.0,37.2,35.0,37.0,36
2026-04-07 15:00:00+00:00,37.42,40.77,36.6,38.0,36
2026-04-07 15:01:00+00:00,38.4,40.0,38.4,38.5,27
2026-04-07 15:02:00+00:00,37.5,42.88,36.61,41.12,20
2026-04-07 15:03:00+00:00,40.2,41.2,39.79,41.2,14
2026-04-07 15:04:00+00:00,41.51,43.0,40.48,43.0,13
2026-04-07 15:05:00+00:00,44.84,48.6,44.7,48.0,48
2026-04-07 15:06:00+00:00,47.0,47.0,47.0,47.0,1
2026-04-07 15:07:00+00:00,46.19,46.19,46.19,46.19,1
