ts,Open,High,Low,Close,Volume
2026-04-30 13:30:00+00:00,23.3,23.68,18.6,18.6,97
2026-04-30 13:32:00+00:00,16.4,17.8,16.3,16.54,264
2026-04-30 13:33:00+00:00,16.5,17.6,15.28,15.5,570
2026-04-30 13:34:00+00:00,15.45,15.8,14.1,14.3,206
2026-04-30 13:35:00+00:00,14.2,14.55,12.64,13.2,354
2026-04-30 13:37:00+00:00,13.9,14.9,12.5,12.7,278
2026-04-30 13:38:00+00:00,12.7,13.4,12.4,12.8,245
2026-04-30 13:39:00+00:00,12.7,12.8,11.2,11.2,347
2026-04-30 13:40:00+00:00,11.13,11.4,10.4,10.8,474
2026-04-30 13:41:00+00:00,10.9,11.3,10.4,10.4,259
2026-04-30 13:42:00+00:00,10.3,11.35,10.3,11.2,202
2026-04-30 13:43:00+00:00,11.3,12.4,11.0,12.2,446
2026-04-30 13:44:00+00:00,12.3,13.7,12.08,13.4,549
2026-04-30 13:45:00+00:00,13.3,14.4,12.3,14.4,474
2026-04-30 13:46:00+00:00,14.4,14.6,11.5,11.7,334
2026-04-30 13:47:00+00:00,11.7,12.5,11.23,12.37,321
2026-04-30 13:48:00+00:00,12.4,12.4,11.1,11.77,152
2026-04-30 13:49:00+00:00,12.0,12.4,11.2,11.9,160
2026-04-30 13:50:00+00:00,12.0,13.1,11.5,11.5,231
2026-04-30 13:51:00+00:00,11.4,11.6,10.7,10.8,276
2026-04-30 13:52:00+00:00,10.6,11.4,9.3,9.6,293
2026-04-30 13:53:00+00:00,9.8,10.7,9.6,9.6,208
2026-04-30 13:54:00+00:00,9.5,10.0,9.2,9.2,162
2026-04-30 13:55:00+00:00,9.2,9.3,8.55,8.7,365
2026-04-30 13:56:00+00:00,8.7,9.0,8.19,8.4,255
2026-04-30 13:57:00+00:00,8.5,8.9,7.68,7.68,312
2026-04-30 13:58:00+00:00,7.7,8.1,7.4,8.0,295
2026-04-30 13:59:00+00:00,7.9,8.7,7.9,7.9,153
2026-04-30 14:00:00+00:00,8.09,9.2,7.95,9.0,443
2026-04-30 14:01:00+00:00,9.0,9.41,8.85,9.1,182
2026-04-30 14:02:00+00:00,9.2,9.9,8.9,9.7,207
2026-04-30 14:03:00+00:00,9.6,9.8,9.1,9.6,254
2026-04-30 14:04:00+00:00,9.6,9.6,8.6,9.5,172
2026-04-30 14:05:00+00:00,9.4,10.0,9.0,9.1,171
2026-04-30 14:06:00+00:00,8.9,10.2,8.2,8.2,285
2026-04-30 14:07:00+00:00,8.2,9.0,8.2,8.5,146
