ts,Open,High,Low,Close,Volume
2026-04-01 08:00:00+00:00,654.0,654.0,653.13,653.33,12990.114017
2026-04-01 08:01:00+00:00,653.42,655.3,651.3,653.75,69340.063047
2026-04-01 08:02:00+00:00,653.76,655.51,652.88,653.05,56433.108806
2026-04-01 08:03:00+00:00,653.15,653.54,653.15,653.48,10046.076573
2026-04-01 08:04:00+00:00,653.48,653.68,653.45,653.45,5358.063719
2026-04-01 08:05:00+00:00,653.45,653.45,653.25,653.31,5141.109309
2026-04-01 08:06:00+00:00,653.31,653.31,652.84,652.84,2674.885745
2026-04-01 08:07:00+00:00,652.88,652.91,652.79,652.89,700.300889
2026-04-01 08:08:00+00:00,652.87,652.94,652.81,652.94,3035.020431
2026-04-01 08:09:00+00:00,652.88,652.88,652.7,652.7,1681.035872
2026-04-01 08:10:00+00:00,652.72,652.72,652.59,652.61,2664.040858
2026-04-01 08:11:00+00:00,652.61,652.61,652.3,652.4,5157.66704
2026-04-01 08:12:00+00:00,652.44,652.7,652.4,652.54,5855.061143
2026-04-01 08:13:00+00:00,652.7,652.78,652.69,652.77,641.283714
2026-04-01 08:14:00+00:00,652.74,652.74,652.58,652.61,874.025585
2026-04-01 08:15:00+00:00,652.63,652.95,652.58,652.95,1928.055024
2026-04-01 08:16:00+00:00,652.8,652.8,652.46,652.46,1743.090456
2026-04-01 08:17:00+00:00,652.48,652.83,652.48,652.83,2185.906927
2026-04-01 08:18:00+00:00,652.97,653.11,652.97,653.05,4949.100899
2026-04-01 08:19:00+00:00,653.082,653.2,653.082,653.16,1486.01534
2026-04-01 08:20:00+00:00,653.15,653.26,653.1125,653.26,4819.015323
2026-04-01 08:21:00+00:00,653.2881,653.4,653.26,653.4,2770.010239
2026-04-01 08:22:00+00:00,653.35,653.46,653.35,653.46,2172.029808
2026-04-01 08:23:00+00:00,653.52,653.5758,653.52,653.5758,943.044207
2026-04-01 08:24:00+00:00,653.375,653.61,653.375,653.5458,8351.134151
2026-04-01 08:25:00+00:00,653.75,653.99,653.75,653.99,4067.044428
2026-04-01 08:26:00+00:00,653.88,654.03,653.88,653.98,3428.010459
2026-04-01 08:27:00+00:00,653.98,653.98,653.79,653.79,2335.031087
2026-04-01 08:28:00+00:00,653.51,653.51,653.41,653.42,330.182342
2026-04-01 08:29:00+00:00,653.42,653.45,653.3,653.45,4371.140318
2026-04-01 08:30:00+00:00,653.51,653.54,653.49,653.53,11039.027113
2026-04-01 08:31:00+00:00,653.53,653.59,653.51,653.54,6043.035572
2026-04-01 08:32:00+00:00,653.76,653.89,653.75,653.89,752.065957
2026-04-01 08:33:00+00:00,653.88,653.89,653.74,653.74,2396.045038
2026-04-01 08:34:00+00:00,653.79,653.79,653.7,653.7503,10260.28133
2026-04-01 08:35:00+00:00,653.81,653.81,653.53,653.53,1770.061065
2026-04-01 08:36:00+00:00,653.49,653.59,653.4333,653.54,3784.190932
2026-04-01 08:37:00+00:00,653.61,653.61,653.42,653.42,16856.933854
2026-04-01 08:38:00+00:00,653.71,653.71,653.55,653.69,2469.095372
2026-04-01 08:39:00+00:00,653.6,653.8,653.6,653.8,1234.061045
2026-04-01 08:41:00+00:00,653.84,653.88,653.8,653.8,907.035404
2026-04-01 08:42:00+00:00,653.65,653.65,653.56,653.56,703.070507
2026-04-01 08:43:00+00:00,653.52,653.61,653.52,653.61,590.150931
2026-04-01 08:44:00+00:00,653.7,653.75,653.7,653.75,1081.028968
2026-04-01 08:45:00+00:00,653.81,653.81,653.77,653.78,1676.158973
2026-04-01 08:46:00+00:00,653.54,653.54,653.54,653.54,296.025425
2026-04-01 08:47:00+00:00,653.5,653.61,653.45,653.45,15398.030694
