ts,Open,High,Low,Close,Volume
2026-04-24 13:30:00+00:00,14.6,17.3,13.8,17.0,119
2026-04-24 13:31:00+00:00,16.8,19.4,16.3,17.6,387
2026-04-24 13:32:00+00:00,17.8,19.42,17.2,18.4,379
2026-04-24 13:33:00+00:00,18.63,19.2,16.8,17.3,238
2026-04-24 13:34:00+00:00,17.4,18.7,16.3,18.7,363
2026-04-24 13:35:00+00:00,19.0,20.5,18.4,20.5,321
2026-04-24 13:36:00+00:00,20.2,20.22,18.0,18.4,175
2026-04-24 13:37:00+00:00,18.52,18.59,16.5,16.8,175
2026-04-24 13:38:00+00:00,16.8,17.7,15.42,15.42,171
2026-04-24 13:39:00+00:00,15.3,16.5,15.0,15.4,304
2026-04-24 13:40:00+00:00,15.3,15.8,14.4,14.8,156
2026-04-24 13:41:00+00:00,14.9,16.0,14.49,14.9,268
2026-04-24 13:42:00+00:00,14.8,14.9,13.7,14.6,285
2026-04-24 13:43:00+00:00,14.72,16.6,14.42,16.4,453
2026-04-24 13:44:00+00:00,16.5,17.45,16.0,16.9,355
2026-04-24 13:45:00+00:00,16.2,17.3,15.35,15.9,193
2026-04-24 13:46:00+00:00,16.16,17.9,15.8,16.7,213
2026-04-24 13:47:00+00:00,17.0,18.2,16.4,16.7,246
2026-04-24 13:48:00+00:00,16.83,16.83,14.9,15.8,213
2026-04-24 13:49:00+00:00,15.8,16.5,14.75,14.83,219
2026-04-24 13:50:00+00:00,14.8,15.5,13.7,15.5,292
2026-04-24 13:51:00+00:00,15.69,17.05,15.46,16.23,505
2026-04-24 13:52:00+00:00,16.39,16.6,15.2,16.3,172
2026-04-24 13:53:00+00:00,16.11,17.3,16.11,16.8,161
2026-04-24 13:54:00+00:00,16.6,19.8,16.6,19.2,289
2026-04-24 13:55:00+00:00,19.4,22.1,19.3,20.6,345
2026-04-24 13:56:00+00:00,20.5,22.4,19.4,19.8,267
2026-04-24 13:57:00+00:00,19.8,19.84,17.3,17.6,113
2026-04-24 13:58:00+00:00,17.3,17.9,16.05,17.1,428
2026-04-24 13:59:00+00:00,17.2,17.2,15.5,16.05,153
2026-04-24 14:00:00+00:00,16.83,19.1,16.83,18.9,207
2026-04-24 14:01:00+00:00,19.0,20.0,14.7,17.13,201
2026-04-24 14:02:00+00:00,17.7,19.4,17.45,18.9,112
2026-04-24 14:03:00+00:00,18.8,20.4,17.7,19.1,147
2026-04-24 14:04:00+00:00,19.1,20.7,16.2,17.8,120
2026-04-24 14:05:00+00:00,17.5,17.8,15.6,17.4,121
2026-04-24 14:06:00+00:00,17.7,18.0,16.4,16.78,119
2026-04-24 14:07:00+00:00,16.6,19.28,16.6,17.3,238
2026-04-24 14:08:00+00:00,17.06,17.06,15.8,16.9,109
2026-04-24 14:09:00+00:00,16.0,16.0,13.65,15.4,550
2026-04-24 14:10:00+00:00,15.3,16.5,15.0,16.5,238
2026-04-24 14:11:00+00:00,16.35,16.4,13.9,14.22,252
2026-04-24 14:12:00+00:00,14.0,14.0,12.3,12.5,317
2026-04-24 14:13:00+00:00,12.4,13.8,11.8,13.1,512
2026-04-24 14:14:00+00:00,12.7,15.0,12.4,14.5,258
2026-04-24 14:15:00+00:00,14.54,15.43,13.2,13.2,144
2026-04-24 14:16:00+00:00,13.0,13.0,12.2,12.5,197
2026-04-24 14:17:00+00:00,12.8,13.63,12.3,13.5,217
2026-04-24 14:18:00+00:00,13.6,14.7,13.5,14.3,210
2026-04-24 14:19:00+00:00,14.3,14.3,12.2,12.6,117
2026-04-24 14:20:00+00:00,12.7,12.7,11.6,12.3,294
2026-04-24 14:21:00+00:00,12.4,14.5,12.4,13.8,200
2026-04-24 14:22:00+00:00,13.8,14.0,12.9,13.2,124
2026-04-24 14:23:00+00:00,12.8,13.42,12.3,13.42,107
2026-04-24 14:24:00+00:00,13.4,13.7,12.1,12.6,124
2026-04-24 14:25:00+00:00,12.5,13.8,12.5,13.3,125
2026-04-24 14:26:00+00:00,13.2,17.4,13.2,15.9,537
2026-04-24 14:27:00+00:00,15.58,17.0,15.21,16.3,257
2026-04-24 14:28:00+00:00,16.3,17.0,14.0,14.5,141
2026-04-24 14:29:00+00:00,14.7,16.0,14.2,15.6,114
2026-04-24 14:30:00+00:00,14.8,15.9,13.66,15.9,140
2026-04-24 14:31:00+00:00,15.8,17.0,15.5,17.0,173
2026-04-24 14:32:00+00:00,17.2,17.5,15.1,15.28,102
2026-04-24 14:33:00+00:00,15.5,16.01,14.9,14.9,92
2026-04-24 14:34:00+00:00,14.4,14.4,12.85,13.6,193
2026-04-24 14:35:00+00:00,13.3,14.2,12.8,13.0,267
2026-04-24 14:36:00+00:00,12.9,13.2,11.9,12.3,242
2026-04-24 14:37:00+00:00,12.3,13.8,11.8,13.7,334
2026-04-24 14:38:00+00:00,13.6,14.3,10.0,11.2,472
2026-04-24 14:39:00+00:00,11.2,11.2,10.1,11.2,251
2026-04-24 14:40:00+00:00,11.2,11.2,10.1,10.1,232
2026-04-24 14:41:00+00:00,10.37,10.6,9.7,10.5,210
2026-04-24 14:42:00+00:00,10.48,10.99,10.0,10.97,166
2026-04-24 14:43:00+00:00,10.97,10.97,9.65,9.8,131
2026-04-24 14:44:00+00:00,9.8,10.06,8.9,9.0,205
2026-04-24 14:45:00+00:00,9.1,9.15,8.5,9.1,165
2026-04-24 14:46:00+00:00,9.07,9.49,7.4,7.9,333
2026-04-24 14:47:00+00:00,8.0,9.1,7.9,8.8,167
2026-04-24 14:48:00+00:00,8.7,9.6,8.05,9.5,221
2026-04-24 14:49:00+00:00,9.7,10.0,8.0,8.2,162
2026-04-24 14:50:00+00:00,8.2,8.4,7.82,8.4,154
2026-04-24 14:51:00+00:00,8.4,9.1,7.78,8.0,103
2026-04-24 14:52:00+00:00,7.8,8.0,7.7,7.9,106
2026-04-24 14:53:00+00:00,7.9,8.0,7.7,7.9,62
2026-04-24 14:54:00+00:00,7.85,8.12,7.6,8.1,113
2026-04-24 14:55:00+00:00,7.8,7.8,7.2,7.8,97
2026-04-24 14:56:00+00:00,7.7,7.7,6.88,7.0,126
2026-04-24 14:57:00+00:00,6.9,6.9,6.58,6.8,191
2026-04-24 14:58:00+00:00,6.6,7.3,6.5,7.1,135
2026-04-24 14:59:00+00:00,7.0,7.15,6.8,7.0,153
2026-04-24 15:00:00+00:00,6.8,7.45,6.8,7.05,182
2026-04-24 15:01:00+00:00,7.05,7.15,6.52,6.55,261
2026-04-24 15:02:00+00:00,6.75,7.1,6.65,6.65,110
2026-04-24 15:03:00+00:00,6.6,6.6,6.4,6.6,44
2026-04-24 15:04:00+00:00,6.85,7.2,6.8,7.0,111
2026-04-24 15:05:00+00:00,7.1,7.3,6.7,7.0,65
2026-04-24 15:06:00+00:00,7.0,7.77,6.75,7.7,173
2026-04-24 15:07:00+00:00,7.7,7.7,6.7,7.0,162
2026-04-24 15:08:00+00:00,6.8,6.9,6.4,6.6,79
2026-04-24 15:09:00+00:00,6.6,6.65,6.1,6.2,67
2026-04-24 15:10:00+00:00,6.2,6.25,5.9,6.1,116
2026-04-24 15:11:00+00:00,6.1,6.3,5.7,5.9,76
2026-04-24 15:12:00+00:00,5.8,5.8,5.4,5.7,161
2026-04-24 15:13:00+00:00,5.53,5.84,5.5,5.6,77
2026-04-24 15:14:00+00:00,5.8,6.1,5.7,5.7,82
2026-04-24 15:15:00+00:00,5.63,6.0,5.45,6.0,83
2026-04-24 15:16:00+00:00,6.0,6.2,5.75,5.75,260
2026-04-24 15:17:00+00:00,5.9,6.1,5.6,5.7,74
2026-04-24 15:18:00+00:00,5.9,6.1,5.75,6.0,49
2026-04-24 15:19:00+00:00,6.0,6.3,5.8,6.0,78
2026-04-24 15:20:00+00:00,6.1,6.35,5.5,5.5,135
2026-04-24 15:21:00+00:00,5.4,5.4,5.19,5.3,169
2026-04-24 15:22:00+00:00,5.3,5.3,5.0,5.0,165
2026-04-24 15:23:00+00:00,5.0,5.05,4.67,4.83,332
2026-04-24 15:24:00+00:00,4.8,5.2,4.75,4.9,107
2026-04-24 15:25:00+00:00,4.9,5.5,4.8,5.45,84
2026-04-24 15:26:00+00:00,5.5,5.9,5.4,5.6,170
