ts,Volume,vw,Open,Close,High,Low,t,n
2026-06-01 13:30:00+00:00,260,9.3018,8.8,10.98,11.0,8.0,1780320600000,97
2026-06-01 13:32:00+00:00,267,8.5338,9.3,7.8,9.7,7.7,1780320720000,138
2026-06-01 13:34:00+00:00,239,7.4091,7.75,7.5,8.03,6.9,1780320840000,109
2026-06-01 13:35:00+00:00,295,6.7008,7.6,6.1,7.7,6.1,1780320900000,145
2026-06-01 13:36:00+00:00,597,6.3479,6.0,6.77,7.4,5.5,1780320960000,148
2026-06-01 13:37:00+00:00,293,6.042,6.8,5.5,6.82,5.5,1780321020000,112
2026-06-01 13:38:00+00:00,175,5.361,5.5,5.12,5.72,5.07,1780321080000,92
2026-06-01 13:39:00+00:00,261,5.2509,5.14,5.6,5.7,4.9,1780321140000,109
2026-06-01 13:40:00+00:00,210,5.7904,5.6,6.35,6.4,5.4,1780321200000,110
2026-06-01 13:41:00+00:00,177,6.0505,6.5,5.62,6.5,5.62,1780321260000,101
2026-06-01 13:42:00+00:00,232,5.3993,5.6,5.1,5.97,5.1,1780321320000,85
2026-06-01 13:43:00+00:00,191,5.0111,5.15,4.8,5.3,4.8,1780321380000,86
2026-06-01 13:44:00+00:00,343,4.9608,4.9,5.4,5.45,4.6,1780321440000,104
2026-06-01 13:45:00+00:00,225,4.9453,5.3,4.81,5.3,4.5,1780321500000,139
2026-06-01 13:46:00+00:00,229,4.7255,4.8,4.6,5.1,4.6,1780321560000,63
2026-06-01 13:47:00+00:00,201,4.3561,4.66,4.4,4.66,4.11,1780321620000,101
2026-06-01 13:48:00+00:00,136,4.4136,4.45,4.62,5.0,4.05,1780321680000,70
2026-06-01 13:49:00+00:00,111,4.9693,4.67,4.8,5.2,4.62,1780321740000,73
2026-06-01 13:50:00+00:00,214,4.3309,4.7,4.3,4.72,3.9,1780321800000,95
2026-06-01 13:51:00+00:00,378,5.0178,4.44,4.8,5.8,4.12,1780321860000,110
2026-06-01 13:52:00+00:00,377,5.2157,4.85,5.3,5.5,4.85,1780321920000,107
2026-06-01 13:53:00+00:00,141,4.9084,5.01,4.7,5.1,4.7,1780321980000,59
2026-06-01 13:54:00+00:00,205,5.2763,4.7,5.4,5.5,4.7,1780322040000,86
