Timestamp,Open,High,Low,Close,Volume
2026-01-27 04:00:00-05:00,694.45,694.59,694.36,694.4,1741.0
2026-01-27 04:01:00-05:00,694.48,694.5,694.47,694.49,3703.0
2026-01-27 04:02:00-05:00,694.34,694.34,694.34,694.34,321.0
2026-01-27 04:03:00-05:00,694.3,694.4,694.3,694.4,565.0
2026-01-27 04:04:00-05:00,694.45,694.52,694.44,694.52,906.0
2026-01-27 04:05:00-05:00,694.56,694.64,694.56,694.64,3332.0
2026-01-27 04:06:00-05:00,694.62,694.66,694.62,694.65,1382.0
2026-01-27 04:07:00-05:00,694.51,694.53,694.43,694.43,975.0
2026-01-27 04:08:00-05:00,694.45,694.59,694.45,694.59,576.0
2026-01-27 04:09:00-05:00,694.58,694.59,694.52,694.59,713.0
2026-01-27 04:10:00-05:00,694.49,694.62,694.49,694.53,748.0
2026-01-27 04:11:00-05:00,694.48,694.48,694.44,694.44,316.0
2026-01-27 04:12:00-05:00,694.52,694.55,694.49,694.5,547.0
2026-01-27 04:13:00-05:00,694.42,694.47,694.42,694.47,362.0
2026-01-27 04:14:00-05:00,694.38,694.4,694.38,694.4,145.0
2026-01-27 04:15:00-05:00,694.44,694.44,694.42,694.43,704.0
2026-01-27 04:16:00-05:00,694.58,694.58,694.58,694.58,102.0
2026-01-27 04:17:00-05:00,694.58,694.58,694.57,694.57,578.0
2026-01-27 04:19:00-05:00,694.42,694.42,694.42,694.42,192.0
2026-01-27 04:20:00-05:00,694.36,694.36,694.36,694.36,87.0
2026-01-27 04:21:00-05:00,694.36,694.4,694.36,694.4,577.0
2026-01-27 04:22:00-05:00,694.47,694.53,694.47,694.53,527.0
2026-01-27 04:23:00-05:00,694.52,694.59,694.52,694.58,496.0
2026-01-27 04:24:00-05:00,694.6,694.6,694.5,694.51,404.0
2026-01-27 04:25:00-05:00,694.52,694.52,694.52,694.52,257.0
2026-01-27 04:27:00-05:00,694.42,694.42,694.42,694.42,200.0
2026-01-27 04:28:00-05:00,694.47,694.49,694.45,694.49,229.0
2026-01-27 04:30:00-05:00,694.42,694.42,694.41,694.41,397.0
