Timestamp,Open,High,Low,Close,Volume
2026-04-07 04:00:00-04:00,656.45,656.75,656.08,656.75,1705.308347
2026-04-07 04:01:00-04:00,657.0,657.0,655.41,656.96,28234.062215
2026-04-07 04:02:00-04:00,657.5,658.71,657.5,658.32,7004.440642
2026-04-07 04:03:00-04:00,658.22,658.26,657.4301,657.4607,5203.18513
2026-04-07 04:04:00-04:00,657.4501,657.4501,657.0,657.0757,4937.092171
2026-04-07 04:05:00-04:00,656.99,657.25,656.99,657.25,3679.045285
2026-04-07 04:06:00-04:00,657.12,657.12,656.81,656.98,2493.161471
2026-04-07 04:07:00-04:00,656.99,657.13,656.92,657.13,675.030311
2026-04-07 04:08:00-04:00,657.24,657.33,657.24,657.33,206.020082
2026-04-07 04:09:00-04:00,657.42,657.42,657.42,657.42,142.039077
2026-04-07 04:10:00-04:00,657.38,657.55,657.38,657.55,1272.025157
2026-04-07 04:11:00-04:00,657.53,657.94,657.53,657.94,2172.245906
2026-04-07 04:12:00-04:00,658.02,658.17,657.99,657.99,2474.094861
2026-04-07 04:13:00-04:00,657.85,658.02,657.85,658.02,2311.040289
2026-04-07 04:14:00-04:00,658.11,658.17,658.0,658.17,1513.174454
2026-04-07 04:15:00-04:00,658.0,658.24,657.95,658.24,717.182799
2026-04-07 04:16:00-04:00,658.39,658.39,658.16,658.34,877.079954
2026-04-07 04:17:00-04:00,658.35,658.35,658.0,658.0,2778.079789
2026-04-07 04:18:00-04:00,657.9,658.09,657.8,658.09,4460.082068
2026-04-07 04:19:00-04:00,658.18,658.43,658.18,658.31,1410.06041
2026-04-07 04:20:00-04:00,658.44,658.55,658.39,658.54,1917.050006
2026-04-07 04:21:00-04:00,658.8,658.8,658.5,658.67,2194.114714
2026-04-07 04:22:00-04:00,658.78,658.79,658.74,658.78,1835.054355
2026-04-07 04:23:00-04:00,658.71,658.8,658.65,658.76,1437.044447
2026-04-07 04:24:00-04:00,658.9,659.11,658.87,658.89,3672.177466
2026-04-07 04:25:00-04:00,658.63,658.83,658.63,658.81,2010.11468
2026-04-07 04:26:00-04:00,658.7,658.71,658.49,658.49,13529.058723
