Datetime,Open,High,Low,Close,Volume
2024-11-01 08:00:00+00:00,570.19,570.68,570.19,570.68,6706.0
2024-11-01 08:05:00+00:00,570.55,570.6,570.43,570.53,3489.0
2024-11-01 08:10:00+00:00,570.6,570.75,570.5,570.67,7353.0
2024-11-01 08:15:00+00:00,570.79,570.79,570.44,570.5,13063.0
2024-11-01 08:20:00+00:00,570.52,570.56,570.45,570.49,4955.0
2024-11-01 08:25:00+00:00,570.45,570.6,570.45,570.59,981.0
2024-11-01 08:30:00+00:00,570.6,570.75,570.52,570.75,5260.0
2024-11-01 08:35:00+00:00,570.57,570.94,570.57,570.94,2436.0
2024-11-01 08:40:00+00:00,570.82,570.84,570.5,570.78,4091.0
2024-11-01 08:45:00+00:00,570.77,570.77,570.57,570.57,1242.0
2024-11-01 08:50:00+00:00,570.59,570.61,570.52,570.54,2963.0
2024-11-01 08:55:00+00:00,570.4,570.52,570.39,570.52,1901.0
2024-11-01 09:00:00+00:00,570.59,570.69,570.58,570.58,1785.0
2024-11-01 09:05:00+00:00,570.64,570.71,570.55,570.55,1174.0
2024-11-01 09:15:00+00:00,570.63,570.74,570.6,570.74,1508.0
2024-11-01 09:20:00+00:00,570.81,570.84,570.75,570.84,917.0
2024-11-01 09:25:00+00:00,570.88,571.0,570.88,570.96,1751.0
2024-11-01 09:30:00+00:00,570.9,570.9,570.66,570.68,7562.0
2024-11-01 09:35:00+00:00,570.78,570.78,570.76,570.76,2599.0
2024-11-01 09:40:00+00:00,570.63,570.75,570.63,570.75,542.0
2024-11-01 09:45:00+00:00,570.84,570.84,570.8,570.8,282.0
2024-11-01 09:50:00+00:00,570.75,570.77,570.75,570.77,694.0
2024-11-01 09:55:00+00:00,570.78,570.78,570.78,570.78,219.0
2024-11-01 10:00:00+00:00,570.88,571.04,570.88,571.04,7395.0
2024-11-01 10:05:00+00:00,570.95,571.1,570.9,571.05,46311.0
2024-11-01 10:10:00+00:00,571.07,571.21,571.07,571.21,57783.0
2024-11-01 10:15:00+00:00,571.11,571.17,571.06,571.17,809.0
2024-11-01 10:20:00+00:00,571.18,571.18,571.15,571.15,1772.0
2024-11-01 10:25:00+00:00,571.13,571.28,571.13,571.28,728.0
2024-11-01 10:35:00+00:00,571.11,571.11,571.0,571.07,4957.0
2024-11-01 10:40:00+00:00,571.08,571.14,571.04,571.11,44587.0
2024-11-01 10:45:00+00:00,571.15,571.3,571.15,571.3,44191.0
2024-11-01 10:50:00+00:00,571.3,571.51,571.25,571.5,60050.0
2024-11-01 10:55:00+00:00,571.44,571.59,571.43,571.43,6049.0
2024-11-01 11:00:00+00:00,571.42,571.43,570.8,571.22,217620.0
2024-11-01 11:05:00+00:00,571.23,571.24,570.84,570.99,29649.0
