date,side,seq_color,n_seq,seq_end_time,entry_time,entry_px,stop_px,exit_time,exit_px,outcome,atr14,risk,vwap_dist_at_seq_end,seq_extension_pct,pnl_return,pnl_r
2025-06-23,LONG,red,4,2025-06-23 12:30:00-04:00,2025-06-23 12:35:00-04:00,593.1,592.4067928571428,2025-06-23 12:35:00-04:00,592.4067928571428,stop,0.6932071428571638,0.6932071428571638,0.005178255190146253,0.004431146770511596,-0.0012686644077846913,-1.0855088414101401
2025-06-27,LONG,red,4,2025-06-27 14:25:00-04:00,2025-06-27 14:30:00-04:00,612.34,611.63035,2025-06-27 14:35:00-04:00,611.63035,stop,0.7096499999999862,0.7096499999999862,0.004094117180591161,0.0027767146823877153,-0.0012587940964190621,-1.0862376065667776
2025-07-07,LONG,red,4,2025-07-07 14:25:00-04:00,2025-07-07 14:30:00-04:00,617.99,617.2967928571429,2025-07-07 15:55:00-04:00,620.7365648818694,target,0.6932071428571476,0.6932071428571476,0.005036463714893857,0.003756125870518545,0.00434391224600539,3.872765278442248
2025-07-31,LONG,red,4,2025-07-31 13:25:00-04:00,2025-07-31 13:30:00-04:00,634.86,634.2617857142857,2025-07-31 13:30:00-04:00,634.2617857142857,stop,0.5982142857142776,0.5982142857142776,0.0045950094193421,0.003641157637014114,-0.0010421782647127586,-1.1060758507466162
2025-08-01,LONG,red,4,2025-08-01 14:05:00-04:00,2025-08-01 14:10:00-04:00,619.74,619.0061785714286,2025-08-01 14:30:00-04:00,622.1888945997435,target,0.7338214285714457,0.7338214285714457,0.004074626639712475,0.0020691598566885405,0.0038510969456101367,3.252559903653861
2025-08-05,LONG,red,4,2025-08-05 10:45:00-04:00,2025-08-05 10:50:00-04:00,627.05,626.2513357142857,2025-08-05 12:30:00-04:00,629.204317533064,target,0.7986642857142913,0.7986642857142913,0.004850714166908188,0.004447143435498124,0.0033353006094808766,2.6187534044004352
2025-08-07,LONG,red,4,2025-08-07 14:15:00-04:00,2025-08-07 14:20:00-04:00,629.27,628.6207142857143,2025-08-07 15:55:00-04:00,632.3088585096216,target,0.6492857142857247,0.6492857142857247,0.005599442048435543,0.002330595808098468,0.0047287027590013206,4.583158848596656
2025-09-05,LONG,red,4,2025-09-05 10:30:00-04:00,2025-09-05 10:35:00-04:00,646.16,645.1261357142857,2025-09-05 10:40:00-04:00,645.1261357142857,stop,1.033864285714279,1.033864285714279,0.005250240617337032,0.004376165308103697,-0.0016998478299744778,-1.0624494991053048
2025-09-23,LONG,red,4,2025-09-23 13:35:00-04:00,2025-09-23 13:40:00-04:00,662.75,662.2175642857143,2025-09-23 13:40:00-04:00,662.2175642857143,stop,0.5324357142857252,0.5324357142857252,0.00451483372717798,0.002828598940779914,-0.0009032880570231666,-1.1244251210744602
2025-10-10,LONG,red,4,2025-10-10 11:05:00-04:00,2025-10-10 11:10:00-04:00,665.71,664.2646428571429,2025-10-10 11:20:00-04:00,664.2646428571429,stop,1.4453571428571519,1.4453571428571519,0.00565915363736702,0.01083210746073493,-0.002270929212398399,-1.0460085124783984
2025-10-15,LONG,red,4,2025-10-15 11:45:00-04:00,2025-10-15 11:50:00-04:00,664.82,664.0450000000001,2025-10-15 11:50:00-04:00,664.0450000000001,stop,0.7750000000000098,0.7750000000000098,0.004346456827816092,0.004283424942712943,-0.0012656075026941337,-1.0857332258065815
2025-10-16,LONG,red,4,2025-10-16 14:15:00-04:00,2025-10-16 14:20:00-04:00,657.79,656.5042642857143,2025-10-16 16:00:00-04:00,660.61,time_exit,1.2857357142857089,1.2857357142857089,0.009266059174441232,0.006044030764116637,0.004186658816468456,2.142026521780148
2025-11-06,LONG,red,4,2025-11-06 10:40:00-05:00,2025-11-06 10:45:00-05:00,671.12,669.8407214285714,2025-11-06 11:35:00-05:00,669.8407214285714,stop,1.2792785714285628,1.2792785714285628,0.0043392331158343955,0.0058104430359119386,-0.002005988935712399,-1.052410817760042
2025-11-07,LONG,red,4,2025-11-07 12:00:00-05:00,2025-11-07 12:05:00-05:00,661.66,660.7807142857142,2025-11-07 13:00:00-05:00,664.2108373801158,target,0.8792857142857186,0.8792857142857186,0.004261224618478998,0.0023673100120628066,0.003754828185572459,2.8256388087290123
2025-11-13,LONG,red,4,2025-11-13 10:50:00-05:00,2025-11-13 10:55:00-05:00,675.62,674.4865714285714,2025-11-13 11:40:00-05:00,674.4865714285714,stop,1.1334285714285752,1.1334285714285752,0.004146462639983861,0.0032163354431312685,-0.0017774397683717083,-1.059558520292505
2025-11-17,LONG,red,4,2025-11-17 11:15:00-05:00,2025-11-17 11:20:00-05:00,668.1,666.8055072142857,2025-11-17 11:30:00-05:00,670.9989285891301,target,1.2944927857142992,1.2944927857142992,0.004544781503264872,0.0038988534538026975,0.004238635011372494,2.1877090965306842
2025-11-20,LONG,red,4,2025-11-20 11:10:00-05:00,2025-11-20 11:15:00-05:00,669.95,668.8372357142857,2025-11-20 11:15:00-05:00,668.8372357142857,stop,1.1127642857142876,1.1127642857142876,0.005310682713367987,0.005108556832694622,-0.0017607950821208172,-1.0601559221887218
2025-12-16,LONG,red,4,2025-12-16 12:55:00-05:00,2025-12-16 13:00:00-05:00,675.61,674.7453428571429,2025-12-16 13:45:00-05:00,678.0236244557324,target,0.8646571428571649,0.8646571428571649,0.004081543259201403,0.002318472466293464,0.003472159209063541,2.7131479730308707
2025-12-17,LONG,red,4,2025-12-17 10:50:00-05:00,2025-12-17 10:55:00-05:00,674.75,673.5389285714286,2025-12-17 11:15:00-05:00,673.5389285714286,stop,1.211071428571407,1.211071428571407,0.004644438383769045,0.004683374389686135,-0.00189466017621683,-1.055665128280763
2025-12-18,LONG,red,4,2025-12-18 12:20:00-05:00,2025-12-18 12:25:00-05:00,675.27,674.3942357142857,2025-12-18 12:40:00-05:00,678.0731019815048,target,0.8757642857142888,0.8757642857142888,0.0043309791683264764,0.005273702197867047,0.00405067315518627,3.1234829634262136
2026-01-02,LONG,red,4,2026-01-02 11:00:00-05:00,2026-01-02 11:05:00-05:00,681.03,679.7972357142856,2026-01-02 14:20:00-05:00,682.7901277253333,target,1.232764285714284,1.232764285714284,0.00421819612417762,0.004538478403858792,0.0024842549173173865,1.3724738285767588
