date,side,seq_color,n_seq,seq_end_time,entry_time,entry_px,stop_px,exit_time,exit_px,outcome,atr14,risk,vwap_dist_at_seq_end,seq_extension_pct,pnl_return,pnl_r
2025-10-14,SHORT,green,4,2025-10-14 12:25:00-04:00,2025-10-14 12:30:00-04:00,663.64,664.5450428571428,2025-10-14 12:40:00-04:00,664.5450428571428,stop,0.9050428571428597,0.9050428571428597,0.007486815572243621,0.0031971822469465394,-0.0014638971194020978,-1.0733769142740717
2025-11-14,SHORT,green,4,2025-11-14 10:50:00-05:00,2025-11-14 10:55:00-05:00,672.31,673.6772,2025-11-14 11:20:00-05:00,673.6772,stop,1.3672000000000253,1.3672000000000253,0.006517578469168006,0.0038148278101692856,-0.0021337940660626194,-1.0492242246928798
2025-11-21,SHORT,green,4,2025-11-21 11:50:00-05:00,2025-11-21 11:55:00-05:00,658.72,660.41125,2025-11-21 11:55:00-05:00,660.41125,stop,1.6912499999999844,1.6912499999999844,0.006173016525452324,0.004452797389408181,-0.002667741114921849,-1.0389987065779605
