date,direction,range_high,range_low,break1_time,retest_time,rebreak1_time,confirm_time,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,outcome,R_multiple
2025-06-27,LONG,613.33,612.7,2025-06-27 09:40:00-04:00,2025-06-27 14:15:00-04:00,2025-06-27 15:50:00-04:00,2025-06-27 15:55:00-04:00,2025-06-27 15:55:00-04:00,614.86,613.23,618.12,2025-06-27 16:00:00-04:00,614.46,EOD,-0.2453987730061217
2025-06-30,SHORT,617.49,616.4593,2025-06-30 10:35:00-04:00,2025-06-30 11:05:00-04:00,2025-06-30 11:10:00-04:00,2025-06-30 11:15:00-04:00,2025-06-30 11:15:00-04:00,615.871,616.5593,614.4943999999999,2025-06-30 11:30:00-04:00,616.5593,SL,-1.0
2025-07-01,LONG,616.9,616.255,2025-07-01 09:50:00-04:00,2025-07-01 10:35:00-04:00,2025-07-01 11:00:00-04:00,2025-07-01 11:25:00-04:00,2025-07-01 11:25:00-04:00,617.28,616.8,618.24,2025-07-01 11:35:00-04:00,616.8,SL,-1.0
2025-07-08,SHORT,621.47,620.61,2025-07-08 10:05:00-04:00,2025-07-08 10:30:00-04:00,2025-07-08 10:45:00-04:00,2025-07-08 10:50:00-04:00,2025-07-08 10:50:00-04:00,619.93,620.71,618.3699999999998,2025-07-08 11:00:00-04:00,620.71,SL,-1.0
2025-07-09,LONG,623.6,622.65,2025-07-09 09:40:00-04:00,2025-07-09 10:25:00-04:00,2025-07-09 15:30:00-04:00,2025-07-09 15:35:00-04:00,2025-07-09 15:35:00-04:00,623.735,623.5,624.205,2025-07-09 15:55:00-04:00,624.205,TP,2.0
2025-07-11,LONG,623.52,622.42,2025-07-11 10:20:00-04:00,2025-07-11 10:50:00-04:00,2025-07-11 10:55:00-04:00,2025-07-11 11:00:00-04:00,2025-07-11 11:00:00-04:00,623.71,623.42,624.2900000000002,2025-07-11 11:05:00-04:00,623.42,SL,-1.0
2025-07-16,SHORT,624.12,622.91,2025-07-16 09:50:00-04:00,2025-07-16 11:10:00-04:00,2025-07-16 11:15:00-04:00,2025-07-16 11:20:00-04:00,2025-07-16 11:20:00-04:00,619.845,623.01,613.5150000000001,2025-07-16 12:55:00-04:00,623.01,SL,-1.0
2025-07-22,LONG,629.12,628.23,2025-07-22 14:55:00-04:00,2025-07-22 15:10:00-04:00,2025-07-22 15:15:00-04:00,2025-07-22 15:20:00-04:00,2025-07-22 15:20:00-04:00,629.2401,629.02,629.6803,2025-07-22 15:55:00-04:00,629.02,SL_both,-1.0
2025-07-23,SHORT,631.75,630.47,2025-07-23 09:55:00-04:00,2025-07-23 10:25:00-04:00,2025-07-23 10:30:00-04:00,2025-07-23 10:35:00-04:00,2025-07-23 10:35:00-04:00,630.32,630.57,629.82,2025-07-23 10:50:00-04:00,630.57,SL,-1.0
2025-07-24,LONG,634.91,634.1293,2025-07-24 10:40:00-04:00,2025-07-24 12:10:00-04:00,2025-07-24 12:15:00-04:00,2025-07-24 12:40:00-04:00,2025-07-24 12:40:00-04:00,634.96,634.81,635.2600000000002,2025-07-24 12:45:00-04:00,634.81,SL,-1.0
2025-07-28,SHORT,637.84,637.315,2025-07-28 11:20:00-04:00,2025-07-28 11:45:00-04:00,2025-07-28 12:05:00-04:00,2025-07-28 12:30:00-04:00,2025-07-28 12:30:00-04:00,637.2299,637.4150000000001,636.8597,2025-07-28 12:45:00-04:00,636.8597,TP,2.0
2025-07-30,LONG,636.03,635.29,2025-07-30 10:20:00-04:00,2025-07-30 11:00:00-04:00,2025-07-30 11:55:00-04:00,2025-07-30 12:00:00-04:00,2025-07-30 12:00:00-04:00,636.095,635.93,636.4250000000002,2025-07-30 12:15:00-04:00,636.4250000000002,TP,2.0
2025-08-01,SHORT,626.34,624.12,2025-08-01 09:40:00-04:00,2025-08-01 12:00:00-04:00,2025-08-01 12:35:00-04:00,2025-08-01 12:40:00-04:00,2025-08-01 12:40:00-04:00,623.15,624.22,621.0099999999999,2025-08-01 13:00:00-04:00,621.0099999999999,TP,2.0
2025-08-06,LONG,629.41,628.425,2025-08-06 10:05:00-04:00,2025-08-06 10:15:00-04:00,2025-08-06 10:35:00-04:00,2025-08-06 10:40:00-04:00,2025-08-06 10:40:00-04:00,630.08,629.31,631.6200000000002,2025-08-06 11:20:00-04:00,631.6200000000002,TP,2.0
2025-08-11,SHORT,637.6,636.88,2025-08-11 11:05:00-04:00,2025-08-11 11:10:00-04:00,2025-08-11 13:35:00-04:00,2025-08-11 13:40:00-04:00,2025-08-11 13:40:00-04:00,636.78,636.98,636.3799999999999,2025-08-11 13:45:00-04:00,636.98,SL,-1.0
2025-08-14,LONG,643.115,642.34,2025-08-14 09:50:00-04:00,2025-08-14 12:10:00-04:00,2025-08-14 12:15:00-04:00,2025-08-14 12:20:00-04:00,2025-08-14 12:20:00-04:00,643.435,643.015,644.2749999999999,2025-08-14 12:30:00-04:00,643.015,SL,-1.0
2025-08-18,SHORT,643.445,642.795,2025-08-18 11:30:00-04:00,2025-08-18 11:35:00-04:00,2025-08-18 11:55:00-04:00,2025-08-18 12:00:00-04:00,2025-08-18 12:00:00-04:00,642.73,642.895,642.4000000000001,2025-08-18 12:05:00-04:00,642.895,SL,-1.0
2025-08-20,SHORT,639.66,638.395,2025-08-20 09:45:00-04:00,2025-08-20 15:20:00-04:00,2025-08-20 15:25:00-04:00,2025-08-20 15:55:00-04:00,2025-08-20 15:55:00-04:00,638.06,638.495,637.1899999999998,2025-08-20 16:00:00-04:00,638.04,EOD,0.04597701149420481
2025-08-21,LONG,636.51,635.25,2025-08-21 10:05:00-04:00,2025-08-21 10:35:00-04:00,2025-08-21 10:40:00-04:00,2025-08-21 10:50:00-04:00,2025-08-21 10:50:00-04:00,637.0355,636.41,638.2864999999999,2025-08-21 11:10:00-04:00,636.41,SL,-1.0
2025-08-26,LONG,642.81,641.93,2025-08-26 10:25:00-04:00,2025-08-26 10:35:00-04:00,2025-08-26 10:40:00-04:00,2025-08-26 12:00:00-04:00,2025-08-26 12:00:00-04:00,643.035,642.7099999999999,643.6850000000001,2025-08-26 13:50:00-04:00,642.7099999999999,SL,-1.0
2025-08-28,SHORT,648.09,646.86,2025-08-28 09:50:00-04:00,2025-08-28 10:45:00-04:00,2025-08-28 11:00:00-04:00,2025-08-28 11:05:00-04:00,2025-08-28 11:05:00-04:00,646.805,646.96,646.4949999999998,2025-08-28 11:10:00-04:00,646.96,SL,-1.0
2025-09-02,LONG,637.52,636.05,2025-09-02 09:50:00-04:00,2025-09-02 10:45:00-04:00,2025-09-02 10:55:00-04:00,2025-09-02 13:25:00-04:00,2025-09-02 13:25:00-04:00,637.64,637.42,638.08,2025-09-02 13:30:00-04:00,638.08,TP,2.0
2025-09-03,SHORT,643.14,642.41,2025-09-03 12:40:00-04:00,2025-09-03 13:10:00-04:00,2025-09-03 13:20:00-04:00,2025-09-03 13:25:00-04:00,2025-09-03 13:25:00-04:00,642.27,642.51,641.79,2025-09-03 13:35:00-04:00,641.79,TP,2.0
2025-09-08,LONG,648.86,648.09,2025-09-08 10:40:00-04:00,2025-09-08 11:45:00-04:00,2025-09-08 11:50:00-04:00,2025-09-08 11:55:00-04:00,2025-09-08 11:55:00-04:00,649.38,648.76,650.62,2025-09-08 12:05:00-04:00,648.76,SL,-1.0
2025-09-09,SHORT,649.37,648.75,2025-09-09 10:35:00-04:00,2025-09-09 11:25:00-04:00,2025-09-09 11:30:00-04:00,2025-09-09 11:35:00-04:00,2025-09-09 11:35:00-04:00,648.5,648.85,647.8,2025-09-09 12:10:00-04:00,648.85,SL,-1.0
2025-09-10,SHORT,653.63,652.68,2025-09-10 12:40:00-04:00,2025-09-10 12:50:00-04:00,2025-09-10 13:20:00-04:00,2025-09-10 13:25:00-04:00,2025-09-10 13:25:00-04:00,652.29,652.78,651.31,2025-09-10 15:05:00-04:00,651.31,TP,2.0
2025-09-12,LONG,657.77,657.43,2025-09-12 10:05:00-04:00,2025-09-12 10:10:00-04:00,2025-09-12 10:20:00-04:00,2025-09-12 10:25:00-04:00,2025-09-12 10:25:00-04:00,657.97,657.67,658.5700000000002,2025-09-12 11:25:00-04:00,657.67,SL,-1.0
2025-09-15,LONG,660.12,659.475,2025-09-15 09:55:00-04:00,2025-09-15 10:05:00-04:00,2025-09-15 10:10:00-04:00,2025-09-15 10:20:00-04:00,2025-09-15 10:20:00-04:00,660.305,660.02,660.8749999999999,2025-09-15 10:40:00-04:00,660.8749999999999,TP,2.0
2025-09-17,SHORT,660.56,659.98,2025-09-17 10:00:00-04:00,2025-09-17 14:05:00-04:00,2025-09-17 14:10:00-04:00,2025-09-17 14:15:00-04:00,2025-09-17 14:15:00-04:00,658.66,660.08,655.8199999999998,2025-09-17 14:25:00-04:00,660.08,SL,-1.0
2025-09-18,LONG,662.27,661.34,2025-09-18 10:05:00-04:00,2025-09-18 15:45:00-04:00,2025-09-18 15:50:00-04:00,2025-09-18 16:00:00-04:00,2025-09-18 16:00:00-04:00,662.49,662.17,663.1300000000001,2025-09-18 16:00:00-04:00,662.49,EOD,0.0
2025-09-19,LONG,662.37,661.44,2025-09-19 12:25:00-04:00,2025-09-19 12:30:00-04:00,2025-09-19 12:40:00-04:00,2025-09-19 12:45:00-04:00,2025-09-19 12:45:00-04:00,662.5701,662.27,663.1703000000001,2025-09-19 13:05:00-04:00,662.27,SL,-1.0
2025-09-23,SHORT,667.18,666.61,2025-09-23 10:35:00-04:00,2025-09-23 10:50:00-04:00,2025-09-23 10:55:00-04:00,2025-09-23 11:00:00-04:00,2025-09-23 11:00:00-04:00,666.25,666.71,665.3299999999999,2025-09-23 12:05:00-04:00,665.3299999999999,TP,2.0
2025-09-25,LONG,657.98,657.13,2025-09-25 10:15:00-04:00,2025-09-25 11:05:00-04:00,2025-09-25 11:10:00-04:00,2025-09-25 11:15:00-04:00,2025-09-25 11:15:00-04:00,658.39,657.88,659.41,2025-09-25 11:20:00-04:00,657.88,SL,-1.0
2025-09-26,SHORT,660.89,658.92,2025-09-26 10:25:00-04:00,2025-09-26 10:35:00-04:00,2025-09-26 10:45:00-04:00,2025-09-26 10:50:00-04:00,2025-09-26 10:50:00-04:00,658.72,659.02,658.1200000000001,2025-09-26 10:55:00-04:00,659.02,SL,-1.0
2025-09-30,SHORT,663.21,662.39,2025-09-30 11:40:00-04:00,2025-09-30 11:45:00-04:00,2025-09-30 13:20:00-04:00,2025-09-30 13:25:00-04:00,2025-09-30 13:25:00-04:00,662.13,662.49,661.41,2025-09-30 13:45:00-04:00,662.49,SL,-1.0
2025-10-03,LONG,670.78,669.93,2025-10-03 09:50:00-04:00,2025-10-03 10:00:00-04:00,2025-10-03 10:15:00-04:00,2025-10-03 10:20:00-04:00,2025-10-03 10:20:00-04:00,671.03,670.68,671.73,2025-10-03 10:35:00-04:00,671.73,TP,2.0
2025-10-06,LONG,671.65,671.0,2025-10-06 11:55:00-04:00,2025-10-06 12:00:00-04:00,2025-10-06 12:20:00-04:00,2025-10-06 12:25:00-04:00,2025-10-06 12:25:00-04:00,671.8207,671.55,672.3621,2025-10-06 12:30:00-04:00,671.55,SL,-1.0
2025-10-10,LONG,672.79,671.88,2025-10-10 09:40:00-04:00,2025-10-10 09:50:00-04:00,2025-10-10 09:55:00-04:00,2025-10-10 10:05:00-04:00,2025-10-10 10:05:00-04:00,673.0191,672.6899999999999,673.6773000000001,2025-10-10 10:10:00-04:00,672.6899999999999,SL,-1.0
2025-10-13,LONG,661.67,660.53,2025-10-13 10:00:00-04:00,2025-10-13 10:20:00-04:00,2025-10-13 10:35:00-04:00,2025-10-13 11:15:00-04:00,2025-10-13 11:15:00-04:00,662.3,661.5699999999999,663.76,2025-10-13 12:15:00-04:00,663.76,TP,2.0
2025-10-16,SHORT,667.52,666.54,2025-10-16 10:10:00-04:00,2025-10-16 10:15:00-04:00,2025-10-16 11:25:00-04:00,2025-10-16 11:30:00-04:00,2025-10-16 11:30:00-04:00,666.45,666.64,666.0700000000002,2025-10-16 11:35:00-04:00,666.64,SL_both,-1.0
2025-10-17,LONG,660.58,658.715,2025-10-17 10:05:00-04:00,2025-10-17 10:35:00-04:00,2025-10-17 10:45:00-04:00,2025-10-17 10:50:00-04:00,2025-10-17 10:50:00-04:00,660.7881,660.48,661.4042999999999,2025-10-17 10:55:00-04:00,660.48,SL,-1.0
2025-10-20,LONG,668.81,667.27,2025-10-20 09:50:00-04:00,2025-10-20 09:55:00-04:00,2025-10-20 10:00:00-04:00,2025-10-20 10:05:00-04:00,2025-10-20 10:05:00-04:00,669.71,668.7099999999999,671.7100000000003,2025-10-20 13:15:00-04:00,671.7100000000003,TP,2.0
2025-10-21,SHORT,671.69,671.03,2025-10-21 09:55:00-04:00,2025-10-21 10:15:00-04:00,2025-10-21 10:25:00-04:00,2025-10-21 10:30:00-04:00,2025-10-21 10:30:00-04:00,670.9,671.13,670.4399999999999,2025-10-21 10:35:00-04:00,671.13,SL,-1.0
2025-10-23,LONG,668.67,667.8,2025-10-23 09:40:00-04:00,2025-10-23 10:15:00-04:00,2025-10-23 10:20:00-04:00,2025-10-23 10:25:00-04:00,2025-10-23 10:25:00-04:00,669.4,668.5699999999999,671.0600000000001,2025-10-23 12:15:00-04:00,671.0600000000001,TP,2.0
2025-10-24,LONG,676.83,675.65,2025-10-24 09:40:00-04:00,2025-10-24 10:25:00-04:00,2025-10-24 10:35:00-04:00,2025-10-24 10:40:00-04:00,2025-10-24 10:40:00-04:00,677.5527,676.73,679.1980999999998,2025-10-24 10:50:00-04:00,676.73,SL,-1.0
2025-10-27,LONG,683.19,682.56,2025-10-27 10:05:00-04:00,2025-10-27 10:20:00-04:00,2025-10-27 10:40:00-04:00,2025-10-27 11:25:00-04:00,2025-10-27 11:25:00-04:00,683.36,683.09,683.9,2025-10-27 13:40:00-04:00,683.9,TP,2.0
2025-10-29,SHORT,688.94,688.15,2025-10-29 12:00:00-04:00,2025-10-29 12:15:00-04:00,2025-10-29 13:25:00-04:00,2025-10-29 13:30:00-04:00,2025-10-29 13:30:00-04:00,687.83,688.25,686.9900000000001,2025-10-29 13:45:00-04:00,688.25,SL,-1.0
2025-10-30,LONG,683.91,683.06,2025-10-30 09:50:00-04:00,2025-10-30 10:15:00-04:00,2025-10-30 10:30:00-04:00,2025-10-30 10:35:00-04:00,2025-10-30 10:35:00-04:00,684.41,683.81,685.61,2025-10-30 10:40:00-04:00,685.61,TP,2.0
2025-10-31,SHORT,685.08,683.99,2025-10-31 09:45:00-04:00,2025-10-31 10:40:00-04:00,2025-10-31 11:25:00-04:00,2025-10-31 11:30:00-04:00,2025-10-31 11:30:00-04:00,683.89,684.09,683.4899999999999,2025-10-31 11:35:00-04:00,683.4899999999999,TP,2.0
2025-11-04,LONG,676.46,674.83,2025-11-04 09:45:00-05:00,2025-11-04 12:15:00-05:00,2025-11-04 12:20:00-05:00,2025-11-04 12:25:00-05:00,2025-11-04 12:25:00-05:00,676.93,676.36,678.0699999999998,2025-11-04 12:35:00-05:00,676.36,SL,-1.0
2025-11-07,SHORT,667.98,666.19,2025-11-07 09:40:00-05:00,2025-11-07 09:55:00-05:00,2025-11-07 10:00:00-05:00,2025-11-07 10:05:00-05:00,2025-11-07 10:05:00-05:00,665.77,666.2900000000001,664.7299999999998,2025-11-07 10:10:00-05:00,666.2900000000001,SL,-1.0
2025-11-10,LONG,678.13,677.03,2025-11-10 09:40:00-05:00,2025-11-10 10:35:00-05:00,2025-11-10 12:35:00-05:00,2025-11-10 12:40:00-05:00,2025-11-10 12:40:00-05:00,678.46,678.03,679.3200000000002,2025-11-10 12:50:00-05:00,679.3200000000002,TP,2.0
2025-11-11,SHORT,680.52,679.9,2025-11-11 10:15:00-05:00,2025-11-11 11:15:00-05:00,2025-11-11 11:25:00-05:00,2025-11-11 11:30:00-05:00,2025-11-11 11:30:00-05:00,679.655,680.0,678.9649999999999,2025-11-11 11:35:00-05:00,680.0,SL,-1.0
2025-11-12,SHORT,684.87,683.935,2025-11-12 09:55:00-05:00,2025-11-12 10:00:00-05:00,2025-11-12 10:10:00-05:00,2025-11-12 10:15:00-05:00,2025-11-12 10:15:00-05:00,683.08,684.035,681.1700000000002,2025-11-12 11:10:00-05:00,681.1700000000002,TP,2.0
2025-11-13,SHORT,680.71,679.78,2025-11-13 09:40:00-05:00,2025-11-13 10:05:00-05:00,2025-11-13 10:20:00-05:00,2025-11-13 10:25:00-05:00,2025-11-13 10:25:00-05:00,678.94,679.88,677.0600000000002,2025-11-13 10:45:00-05:00,677.0600000000002,TP,2.0
2025-11-17,LONG,671.14,668.92,2025-11-17 09:40:00-05:00,2025-11-17 10:05:00-05:00,2025-11-17 10:10:00-05:00,2025-11-17 10:20:00-05:00,2025-11-17 10:20:00-05:00,671.33,671.04,671.9100000000002,2025-11-17 10:25:00-05:00,671.04,SL_both,-1.0
2025-11-18,SHORT,664.26,660.955,2025-11-18 09:55:00-05:00,2025-11-18 11:25:00-05:00,2025-11-18 12:05:00-05:00,2025-11-18 12:10:00-05:00,2025-11-18 12:10:00-05:00,659.93,661.0550000000001,657.6799999999997,2025-11-18 12:35:00-05:00,661.0550000000001,SL,-1.0
2025-11-19,LONG,661.61,660.11,2025-11-19 09:40:00-05:00,2025-11-19 11:35:00-05:00,2025-11-19 11:40:00-05:00,2025-11-19 11:50:00-05:00,2025-11-19 11:50:00-05:00,661.8244,661.51,662.4531999999999,2025-11-19 11:55:00-05:00,661.51,SL_both,-1.0
2025-11-20,LONG,673.865,672.47,2025-11-20 09:50:00-05:00,2025-11-20 10:05:00-05:00,2025-11-20 10:15:00-05:00,2025-11-20 10:20:00-05:00,2025-11-20 10:20:00-05:00,674.75,673.765,676.72,2025-11-20 10:50:00-05:00,673.765,SL,-1.0
2025-11-21,SHORT,656.44,654.33,2025-11-21 10:10:00-05:00,2025-11-21 10:20:00-05:00,2025-11-21 10:25:00-05:00,2025-11-21 10:30:00-05:00,2025-11-21 10:30:00-05:00,652.71,654.4300000000001,649.27,2025-11-21 11:20:00-05:00,654.4300000000001,SL,-1.0
2025-11-25,SHORT,669.74,668.17,2025-11-25 09:45:00-05:00,2025-11-25 09:55:00-05:00,2025-11-25 10:00:00-05:00,2025-11-25 10:10:00-05:00,2025-11-25 10:10:00-05:00,667.71,668.27,666.5900000000001,2025-11-25 10:15:00-05:00,668.27,SL,-1.0
2025-11-26,LONG,678.58,677.43,2025-11-26 09:45:00-05:00,2025-11-26 09:50:00-05:00,2025-11-26 10:30:00-05:00,2025-11-26 10:35:00-05:00,2025-11-26 10:35:00-05:00,679.08,678.48,680.2800000000001,2025-11-26 10:40:00-05:00,678.48,SL,-1.0
2025-12-01,LONG,679.67,678.76,2025-12-01 09:50:00-05:00,2025-12-01 10:30:00-05:00,2025-12-01 10:35:00-05:00,2025-12-01 10:40:00-05:00,2025-12-01 10:40:00-05:00,680.13,679.5699999999999,681.2500000000001,2025-12-01 10:50:00-05:00,681.2500000000001,TP,2.0
2025-12-02,LONG,682.19,681.63,2025-12-02 10:00:00-05:00,2025-12-02 12:15:00-05:00,2025-12-02 12:25:00-05:00,2025-12-02 12:30:00-05:00,2025-12-02 12:30:00-05:00,682.55,682.09,683.4699999999998,2025-12-02 12:35:00-05:00,682.09,SL,-1.0
2025-12-04,SHORT,685.37,683.8,2025-12-04 09:50:00-05:00,2025-12-04 10:30:00-05:00,2025-12-04 10:45:00-05:00,2025-12-04 10:50:00-05:00,2025-12-04 10:50:00-05:00,683.41,683.9,682.43,2025-12-04 11:05:00-05:00,682.43,TP,2.0
2025-12-05,LONG,686.56,685.38,2025-12-05 10:00:00-05:00,2025-12-05 11:05:00-05:00,2025-12-05 13:05:00-05:00,2025-12-05 13:30:00-05:00,2025-12-05 13:30:00-05:00,686.86,686.4599999999999,687.6600000000002,2025-12-05 13:40:00-05:00,686.4599999999999,SL,-1.0
2025-12-09,LONG,683.6801,682.82,2025-12-09 09:50:00-05:00,2025-12-09 13:40:00-05:00,2025-12-09 13:45:00-05:00,2025-12-09 13:50:00-05:00,2025-12-09 13:50:00-05:00,684.21,683.5801,685.4698000000001,2025-12-09 14:35:00-05:00,683.5801,SL,-1.0
2025-12-10,LONG,682.76,682.06,2025-12-10 10:05:00-05:00,2025-12-10 10:30:00-05:00,2025-12-10 10:45:00-05:00,2025-12-10 11:10:00-05:00,2025-12-10 11:10:00-05:00,683.1152,682.66,684.0255999999999,2025-12-10 12:55:00-05:00,684.0255999999999,TP,2.0
2025-12-11,LONG,685.36,684.48,2025-12-11 10:25:00-05:00,2025-12-11 10:45:00-05:00,2025-12-11 10:55:00-05:00,2025-12-11 11:00:00-05:00,2025-12-11 11:00:00-05:00,685.74,685.26,686.7,2025-12-11 11:05:00-05:00,685.26,SL,-1.0
2025-12-16,SHORT,680.51,678.83,2025-12-16 10:20:00-05:00,2025-12-16 10:50:00-05:00,2025-12-16 11:00:00-05:00,2025-12-16 11:05:00-05:00,2025-12-16 11:05:00-05:00,678.23,678.9300000000001,676.8299999999999,2025-12-16 11:25:00-05:00,676.8299999999999,TP,2.0
2025-12-17,SHORT,680.435,679.195,2025-12-17 09:40:00-05:00,2025-12-17 09:55:00-05:00,2025-12-17 10:00:00-05:00,2025-12-17 10:05:00-05:00,2025-12-17 10:05:00-05:00,678.48,679.2950000000001,676.8499999999999,2025-12-17 10:20:00-05:00,679.2950000000001,SL,-1.0
2025-12-18,SHORT,678.59,677.32,2025-12-18 09:40:00-05:00,2025-12-18 09:50:00-05:00,2025-12-18 10:10:00-05:00,2025-12-18 10:15:00-05:00,2025-12-18 10:15:00-05:00,676.55,677.4200000000001,674.8099999999997,2025-12-18 10:20:00-05:00,677.4200000000001,SL,-1.0
2025-12-22,LONG,684.53,683.38,2025-12-22 11:15:00-05:00,2025-12-22 11:30:00-05:00,2025-12-22 11:50:00-05:00,2025-12-22 11:55:00-05:00,2025-12-22 11:55:00-05:00,684.95,684.43,685.9900000000002,2025-12-22 13:25:00-05:00,684.43,SL,-1.0
2025-12-23,LONG,685.61,683.87,2025-12-23 09:45:00-05:00,2025-12-23 09:55:00-05:00,2025-12-23 10:30:00-05:00,2025-12-23 10:35:00-05:00,2025-12-23 10:35:00-05:00,685.95,685.51,686.8300000000002,2025-12-23 11:50:00-05:00,686.8300000000002,TP,2.0
