date,side,seq_color,n_seq,seq_end_time,entry_time,entry_px,stop_px,exit_time,exit_px,outcome,atr14,risk,pnl_return,pnl_r,seq_extension_pct,vwap_dist_at_seq_end
2025-10-10,SHORT,green,4,2025-10-10 13:30:00-04:00,2025-10-10 13:35:00-04:00,660.245,661.21132,2025-10-10 13:35:00-04:00,664.509130240997,target,1.207899999999995,0.9663199999999961,-0.006458405956875129,-4.412751718889226,0.0030993148083438005,0.006482131284878068
2025-10-14,SHORT,green,4,2025-10-14 12:25:00-04:00,2025-10-14 12:30:00-04:00,663.64,664.3640342857143,2025-10-14 12:35:00-04:00,664.3640342857143,stop,0.9050428571428597,0.7240342857142879,-0.0010910045894073754,-1.0000000000000313,0.0031971822469465394,0.007486815572243621
2025-11-14,SHORT,green,4,2025-11-14 10:50:00-05:00,2025-11-14 10:55:00-05:00,672.31,673.4037599999999,2025-11-14 11:20:00-05:00,673.4037599999999,stop,1.3672000000000253,1.0937600000000203,-0.0016268685576593756,-0.9999999999999584,0.0038148278101692856,0.006517578469168006
2025-11-20,SHORT,green,4,2025-11-20 13:05:00-05:00,2025-11-20 13:10:00-05:00,659.95,661.75,2025-11-20 13:10:00-05:00,661.75,stop_both,2.2499999999999756,1.7999999999999805,-0.0027274793544964835,-0.9999999999999856,0.006191986338964339,0.008213845901020811
2025-11-21,SHORT,green,4,2025-11-21 11:50:00-05:00,2025-11-21 11:55:00-05:00,658.72,660.073,2025-11-21 11:55:00-05:00,660.073,stop,1.6912499999999844,1.3529999999999875,-0.0020539834831187027,-0.9999999999999736,0.004452797389408181,0.006173016525452324
